adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001144204-13-057948	1494214	INTERCORE ENERGY, INC.	7389	US	NJ	MAHWAH	07495	1 INTERNATIONAL BOULEVARD, SUITE 400		201-512-8732	US	NJ	MAHWAH	07495	1 INTERNATIONAL BOULEVARD, SUITE 400		US	DE	272506234	HEARTLAND BRIDGE CAPITAL, INC.	20110103	5-SML	0	1231	10-Q	20130331	2013	Q1	20131031	2013-10-31 13:56:00.0	0	1	icor-20130331.xml	1	
0001437749-13-014859	1004989	SPAR GROUP INC	7389	US	NY	WHITE PLAINS	10604	333 WESTCHESTER AVE	SUITE 204	914-332-4100	US	NY	WHITE PLAINS	10604	333 WESTCHESTER AVE	SUITE 204	US	DE		PIA MERCHANDISING SERVICES INC	19951220	5-SML	0	1231	10-Q	20130930	2013	Q3	20131114	2013-11-14 16:23:00.0	0	1	sgrp-20130930.xml	1	
0001185185-13-002344	1370030	BIO-AMD INC.	1000	GB		LONDON	W1K 5QP	3RD FLOOR, 14 SOUTH MOLTON STREET		44(0)8445-861910	GB		LONDON	W1K 5QP	3RD FLOOR, 14 SOUTH MOLTON STREET		US	NV	205242826	FLEX FUELS ENERGY, INC.	20070806	5-SML	0	1231	10-Q	20130930	2013	Q3	20131108	2013-11-08 17:10:00.0	0	1	biad-20130930.xml	1	
0001104659-13-091099	1492915	STANDARD FINANCIAL CORP.	6022	US	PA	MONROEVILLE	15146	2640 MONROEVILLE BOULEVARD		412-856-0363	US	PA	MONROEVILLE	15146	2640 MONROEVILLE BOULEVARD		US	MD	000000000	STANDARD FINANCIAL, CORP.	20100528	5-SML	0	0930	10-K	20130930	2013	FY	20131219	2013-12-19 09:35:00.0	0	1	stnd-20130930.xml	1	
0001368007-13-000016	1368007	NYSE EURONEXT	6200	US	NY	NEW YORK	10005	11 WALL STREET		212-656-3000	US	NY	NEW YORK	10005	11 WALL STREET		US	DE	205110848	NYSE EURONEXT, INC.	20060628	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131105	2013-11-05 08:34:00.0	0	1	nyx-20130930.xml	1	
0001437749-13-013975	1362004	ICF INTERNATIONAL, INC.	8742	US	VA	FAIRFAX	22031	9300 LEE HIGHWAY		(703) 934-3000	US	VA	FAIRFAX	22031	9300 LEE HIGHWAY		US	DE	223661438			2-ACC	0	1231	10-Q	20130930	2013	Q3	20131106	2013-11-06 07:09:00.0	0	1	icfi-20130930.xml	1	
0001104659-13-088886	1106851	OMNIVISION TECHNOLOGIES INC	3674	US	CA	SANTA CLARA	95054-1512	4275 BURTON DRIVE		4085673000	US	CA	SANTA CLARA	95054-1512	4275 BURTON DRIVE		US	DE	770401990			1-LAF	0	0430	10-Q	20131031	2014	Q2	20131206	2013-12-06 16:22:00.0	0	1	ovti-20131031.xml	1	
0001002014-13-000512	1465470	MULTIPLAYER ONLINE DRAGON, INC.	7370	US	NV	LAS VEGAS	89121	3414 PINO CIRCLE		(702) 350-8132	US	NV	LAS VEGAS	89121	3414 PINO CIRCLE		US	NV	000000000			5-SML	0	0331	10-Q	20130930	2013	Q2	20131108	2013-11-08 17:14:00.0	0	1	mydr-20130930.xml	1	
0000874766-13-000066	874766	HARTFORD FINANCIAL SERVICES GROUP INC/DE	6331	US	CT	HARTFORD	06155	ONE HARTFORD PLAZA		8605475000	US	CT	HARTFORD	06155	ONE HARTFORD PLAZA		US	DE	133317783	ITT HARTFORD GROUP INC /DE	19930328	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131028	2013-10-28 17:07:00.0	0	1	hig-20130930.xml	1	
0001013871-13-000015	1013871	NRG ENERGY, INC.	4911	US	NJ	PRINCETON	08540	211 CARNEGIE CENTER	-	609-524-4500	US	NJ	PRINCETON	08540	211 CARNEGIE CENTER	-	US	DE	411724239	NRG ENERGY INC	19960509	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131112	2013-11-12 16:39:00.0	0	1	nrg-20130930.xml	1	
0001193125-13-470429	887733	CENTRAL GARDEN & PET CO	5190	US	CA	WALNUT CREEK	94597	1340 TREAT BOULEVARD	SUITE 600	9259484000	US	CA	WALNUT CREEK	94597	1340 TREAT BOULEVARD	SUITE 600	US	DE	680275553	CENTRAL GARDEN & PET COMPANY	19941019	2-ACC	0	0930	10-K	20130930	2013	FY	20131212	2013-12-11 21:35:00.0	0	1	cent-20130928.xml	1	
0001493152-13-002198	943906	WNC HOUSING TAX CREDIT FUND V LP SERIES 4	6513	US	CA	IRVINE	92614-6404	17782 SKY PARK CIRCLE		7146625565	US	CA	IRVINE	92614-6404	17782 SKY PARK CIRCLE		US	CA	330707612			4-NON	0	0331	10-K	20120331	2011	FY	20131104	2013-11-04 16:49:00.0	0	0	wncv4-20120331.xml	1	
0001193125-13-481081	1341439	ORACLE CORP	7372	US	CA	REDWOOD CITY	94065	500 ORACLE PARKWAY	MAIL STOP 5 OP 7	6505067000	US	CA	REDWOOD CITY	94065	500 ORACLE PARKWAY	MAIL STOP 5 OP 7			542185193	OZARK HOLDING INC.	20051013	1-LAF	0	0531	10-Q	20131130	2014	Q2	20131220	2013-12-20 16:34:00.0	0	1	orcl-20131130.xml	1	
0001122304-13-000138	1122304	AETNA INC /PA/	6324	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		8602730123	US	CT	HARTFORD	06156	151 FARMINGTON AVENUE		US	PA	232229683	AETNA U S HEALTHCARE INC	20000822	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131029	2013-10-29 16:22:00.0	0	1	aet-20130930.xml	1	
0001047122-13-000185	1047122	RAYTHEON CO/	3812	US	MA	WALTHAM	02451-1449	870 WINTER STREET		781-522-3031	US	MA	WALTHAM	02451-1449	870 WINTER STREET		US	DE	951778500	HE HOLDINGS INC	19971001	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131024	2013-10-24 10:36:00.0	0	1	rtn-20130929.xml	1	
0001477932-13-004679	843212	AMERICAN ENERGY GROUP LTD	1311	US	CT	WESTPORT	06880	1 GORHAM ISLAND	SUITE 303	203-222-7315	US	CT	WESTPORT	06880	1 GORHAM ISLAND	SUITE 303	US	NV	870448843	BELIZE AMERICAN CORP INTERNATIONALE	19941004	5-SML	0	0630	10-K	20130630	2013	FY	20131015	2013-10-15 16:03:00.0	0	1	aegg-20130630.xml	1	
0001477932-13-005797	1399352	HPEV, INC.	8200	US	FL	WESLEY CHAPEL	33544	27420 BREAKERS DRIVE		813-929-1877	US	FL	WESLEY CHAPEL	33544	27420 BREAKERS DRIVE		US	NV		Z3 ENTERPRISES, INC.	20101115	5-SML	0	1231	10-Q	20130930	2013	Q3	20131119	2013-11-19 17:11:00.0	1	1	warm-20130930.xml	1	
0001144204-13-062222	1106838	CHANTICLEER HOLDINGS, INC.	8742	US	NC	CHARLOTTE	28277	11220 ELM LANE	SUITE 203	704-366-5122	US	NC	CHARLOTTE	28277	11220 ELM LANE	SUITE 203	US	DE		TULVINE SYSTEMS INC	20000214	5-SML	0	1231	10-Q	20130930	2013	Q3	20131115	2013-11-15 09:20:00.0	0	1	hotr-20130930.xml	1	
0000277595-13-000057	277595	ENERGEN CORP	1311	US	AL	BIRMINGHAM	35203-2707	605 RICHARD ARRINGTON JR BLVD N		2053262997	US	AL	BIRMINGHAM	35203	605 RICHARD ARRINGTON JR BLVD N		US	AL	630757759	ALAGASCO INC	19851002	1-LAF	0	1231	10-Q	20130930	2013	Q3	20131108	2013-11-08 14:14:00.0	0	1	egn-20130930.xml	2	277595 3146
0001078782-13-002140	1384195	RING ENERGY, INC.	1311	US	OK	TULSA	74136	6555 SOUTH LEWIS STREET		918-499-3880	US	OK	TULSA	74136	6555 SOUTH LEWIS STREET		US	NV	980495938	TRANSGLOBAL MINING CORP.	20070425	5-SML	0	1231	10-Q	20130930	2013	Q3	20131107	2013-11-07 15:59:00.0	0	1	rnge-20130930.xml	1	
0001415889-13-002540	12239	SPHERIX INC	8734	US	MD	BETHESDA	20817	6430 ROCKLEDGE DRIVE, #503		301-897-2540	US	MD	BETHESDA	20817	6430 ROCKLEDGE DRIVE, #503		US	DE	520849320	BIOSPHERICS INC	19920703	5-SML	0	1231	S-1	20130930	2013	Q3	20131210	2013-12-09 17:40:00.0	0	1	spex-20130930.xml	1	
0001552781-13-000079	1495230	ENERGY EDGE TECHNOLOGIES CORP.	8711	US	NJ	BRIDGEWATER	08807	1200 ROUTE 22 EAST	SUITE 2000	8887295722 EXT.100	US	NJ	BRIDGEWATER	08807	1200 ROUTE 22 EAST	SUITE 2000	US	NJ				5-SML	0	1231	10-Q	20130930	2013	Q3	20131114	2013-11-14 12:32:00.0	0	1	eedg-20130930.xml	1	
0001010549-13-000634	105744	NEW CONCEPT ENERGY, INC.	1311	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	9724078400	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	US	NV	752399477	CABELTEL INTERNATIONAL CORP	20050211	5-SML	0	1231	10-Q	20130930	2013	Q3	20131112	2013-11-12 09:51:00.0	0	1	newc-20130930.xml	1	
0000921051-13-000020	921051	TF FINANCIAL CORP	6035	US	PA	NEWTOWN	18940	3 PENNS TRAIL		2155794000	US	PA	NEWTOWN	18940	3 PENNS TRAIL		US	PA				5-SML	0	1231	10-Q	20130930	2013	Q3	20131114	2013-11-13 18:22:00.0	0	1	thrd-20130930.xml	1	
