adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000776867-17-000029	776867	WHITE MOUNTAINS INSURANCE GROUP LTD	6331	US	NH	HANOVER	03755	80 SOUTH MAIN ST		603 640 2200	US	NH	HANOVER	03755	80 SOUTH MAIN STREET		BM		942708455	WHITE MOUNTAINS INSURANCE GROUP INC	19990603	1-LAF	0	1231	10-Q	20170630	2017	Q2	20170804	2017-08-04 08:43:00.0	0	1	wtm-20170630.xml	1	
0001585064-17-000052	1585064	FIDELITY & GUARANTY LIFE	6311	US	IA	DES MOINES	50309	TWO RUAN CENTER	601 LOCUST STREET, 14TH FLOOR	800-445-6758	US	IA	DES MOINES	50309	TWO RUAN CENTER	601 LOCUST STREET, 14TH FLOOR	US	DE	463489149			2-ACC	0	0930	10-Q	20170630	2017	Q3	20170802	2017-08-02 16:22:00.0	0	1	fgl-20170630.xml	1	
0001329606-17-000044	1329606	CLEAN ENERGY TECHNOLOGIES, INC.	3672	US	CA	COSTA MESA	92626	2990 REDHILL AVE		(949) 273-4990	US	CA	COSTA MESA	92626	2990 REDHILL AVE		US	NV	202675800	PROBE MANUFACTURING INC	20050608	5-SML	0	1231	10-Q	20170630	2017	Q2	20170814	2017-08-14 14:23:00.0	0	1	cety-20170630.xml	1	
0001520006-17-000188	1520006	MATADOR RESOURCES CO	1311	US	TX	DALLAS	75240	5400 LBJ FREEWAY	SUITE 1500	9723715200	US	TX	DALLAS	75240	5400 LBJ FREEWAY	SUITE 1500	US	TX	274662601	MATADOR HOLDCO, INC.	20110505	1-LAF	0	1231	10-Q	20170630	2017	Q2	20170807	2017-08-07 16:56:00.0	0	1	mtdr-20170630.xml	1	
0001537435-17-000106	1537435	TECOGEN INC.	3585	US	MA	WALTHAM	02451	45 FIRST AVENUE		781-466-6400	US	MA	WALTHAM	02451	45 FIRST AVENUE		US	DE	043536131	TECOGEN INC	20111215	5-SML	0	1231	10-Q	20170630	2017	Q2	20170814	2017-08-14 15:33:00.0	0	1	tgen-20170630.xml	1	
0001185185-17-001658	1001463	ACACIA DIVERSIFIED HOLDINGS, INC.	5010	US	FL	CLEARWATER	33760	13575 58TH STREET NORTH - #138		727-678-4420	US	FL	CLEARWATER	33760	13575 58TH STREET NORTH - #138		US	TX	752095676	ACACIA AUTOMOTIVE INC	20070209	5-SML	0	1231	10-Q	20170630	2017	Q2	20170807	2017-08-07 15:52:00.0	0	1	acca-20170630.xml	1	
0001185185-17-001743	1066764	SPINE INJURY SOLUTIONS, INC	8060	US	TX	HOUSTON	77007	5225 KATY FREEWAY	SUITE 600	(713) 816-7303	US	TX	HOUSTON	77007	5225 KATY FREEWAY	SUITE 600	US	DE	980187705	SPINE PAIN MANAGEMENT, INC	20091201	5-SML	0	1231	10-Q	20170630	2017	Q2	20170814	2017-08-14 16:10:00.0	0	1	spin-20170630.xml	1	
0001615774-17-005294	879911	APPLIED ENERGETICS, INC.	3812	US	AZ	TUCSON	85705	2480 W RUTHRAUFF ROAD, SUITE 140Q	SUITE 140Q	520-628-7415	US	AZ	TUCSON	85705	2480 W RUTHRAUFF ROAD, SUITE 140Q	SUITE 140Q	US	DE	770262908	IONATRON, INC.	20040429	5-SML	0	1231	S-1/A	20170630			20170922	2017-09-22 16:10:00.0	1	1	aerg-20170630.xml	1	
0001558370-17-005859	927355	TESSCO TECHNOLOGIES INC	5065	US	MD	HUNT VALLEY	21031	11126 MCCORMICK ROAD		4102291000	US	MD	HUNT VALLEY	2121031	11126 MCCORMICK ROAD		US	DE	520729657			2-ACC	0	0331	10-Q	20170630	2017	Q1	20170803	2017-08-03 16:36:00.0	0	1	tess-20170625.xml	1	
0001558370-17-005976	98677	TOOTSIE ROLL INDUSTRIES INC	2060	US	IL	CHICAGO	60629	7401 S CICERO AVE		7738383400	US	IL	CHICAGO	60629	7401 S CICERO AVE		US	VA	221318955	SWEETS CO OF AMERICA INC	19660921	1-LAF	0	1231	10-Q	20170630	2017	Q2	20170804	2017-08-04 16:02:00.0	0	1	tr-20170630.xml	1	
0000018230-17-000245	18230	CATERPILLAR INC	3531	US	IL	PEORIA	61629	100 NE ADAMS ST		3096751000	US	IL	PEORIA	61629	100 NE ADAMS ST		US	DE	370602744	CATERPILLAR TRACTOR CO	19860623	1-LAF	0	1231	10-Q	20170630	2017	Q2	20170802	2017-08-02 11:47:00.0	0	1	cat-20170630.xml	1	
0001193125-17-245901	42682	GORMAN RUPP CO	3561	US	OH	MANSFIELD	44901	600 SOUTH AIRPORT ROAD	P.O. BOX 1217	419-755-1011	US	OH	MANSFIELD	44901	600 SOUTH AIRPORT ROAD	P.O. BOX 1217	US	OH	340253990			2-ACC	0	1231	10-Q	20170630	2017	Q2	20170802	2017-08-02 16:48:00.0	0	1	grc-20170630.xml	1	
0001654954-17-006920	1023364	AUTOBYTEL INC	7370	US	CA	IRVINE	92612-1400	18872 MACARTHUR BLVD	SUITE 200	9492254500	US	CA	IRVINE	92612-1400	18872 MACARTHUR BLVD	SUITE 200	US	DE	330711569	AUTOBYTEL  INC	20010905	2-ACC	0	1231	10-Q	20170630	2017	Q2	20170803	2017-08-03 16:15:00.0	0	1	abtl-20170630.xml	1	
0000038777-17-000226	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	0	0930	10-Q	20170630	2017	Q3	20170728	2017-07-28 08:36:00.0	0	1	ben-20170630.xml	1	
0001640334-17-001736	1605780	LOVE INTERNATIONAL GROUP, INC.	5900	HK		HONG KONG	00000	26 FLOOR, ONE HARBOUR SQUARE,	181 HOI BUN ROAD, KWUN TONG, KOWLOON	(852) 2697 7733	HK		HONG KONG	00000	26 FLOOR, ONE HARBOUR SQUARE,	181 HOI BUN ROAD, KWUN TONG, KOWLOON	US	NV	800929366	QUINTEC CORP	20140416	5-SML	0	1231	10-Q	20170630	2017	Q2	20170818	2017-08-18 10:46:00.0	0	1	lovv-20170630.xml	1	
0001437749-17-015711	842023	BIO-TECHNE CORP	2836	US	MN	MINNEAPOLIS	55413	614 MCKINLEY PL N E		6123798854	US	MN	MINNEAPOLIS	55413	614 MCKINLEY PLACE NE		US	MN	411427402	TECHNE CORP /MN/	19920703	1-LAF	1	0630	10-K	20170630	2017	FY	20170907	2017-09-07 17:06:00.0	0	1	tech-20170630.xml	1	
