adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001104659-15-008334	868857	AECOM	8711	US	CA	LOS ANGELES	90067	1999 AVENUE OF THE STARS	SUITE 2600	2135938501	US	CA	LOS ANGELES	90067	1999 AVENUE OF THE STARS	SUITE 2600	US	DE	611088522	AECOM TECHNOLOGY CORP	19901017	1-LAF	0	0930	10-Q	20141231	2015	Q1	20150211	2015-02-10 18:49:00.0	0	1	acm-20141231.xml	1	
0001437749-15-003848	1012019	RUSH ENTERPRISES INC \TX\	5500	US	TX	NEW BRAUNFELS	78130	555 IH 35 SOUTH		8306265200	US	TX	NEW BRAUNFELS	78130	555 IH 35 SOUTH		US	TX	741733016			1-LAF	1	1231	10-K	20141231	2014	FY	20150302	2015-03-02 17:26:00.0	0	1	rusha-20141231.xml	1	
0000034067-15-000018	34067	DYNAMIC MATERIALS CORP	3390	US	CO	BOULDER	80301	5405 SPINE ROAD		3036655700	US	CO	BOULDER	80301	5405 SPINE ROAD		US	DE	840608431	EXPLOSIVE FABRICATORS INC	19920703	2-ACC	0	1231	10-K	20141231	2014	FY	20150316	2015-03-16 16:16:00.0	0	1	boom-20141231.xml	1	
0001022321-15-000027	1022321	GENESIS ENERGY LP	5171	US	TX	HOUSTON	77002	919 MILAM, SUITE 2100		7138602500	US	TX	HOUSTON	77002	919 MILAM, SUITE 2100		US	DE	760513049			1-LAF	1	1231	10-K	20141231	2014	FY	20150227	2015-02-27 13:44:00.0	0	1	gel-20141231.xml	1	
0001144204-15-016717	1327467	CELATOR PHARMACEUTICALS INC	2834	US	NJ	PRINCETON	08540	303B COLLEGE ROAD EAST		(609) 243-0123	US	NJ	PRINCETON	08540	303B COLLEGE ROAD EAST		US	DE	000000000			5-SML	0	1231	10-K	20141231	2014	FY	20150317	2015-03-17 16:02:00.0	0	1	cpxx-20141231.xml	1	
0001144204-15-016226	731653	UNITED BANCORP INC /OH/	6022	US	OH	MARTINS FERRY	43935	201 SOUTH FOURTH STREET	P O BOX 10	7406330445	US	OH	MARTINS FERRY	43935	201 SOUTH FOURTH STREET	P O BOX 10	US	OH	341405357			5-SML	0	1231	10-K	20141231	2014	FY	20150316	2015-03-16 13:43:00.0	0	1	ubcp-20141231.xml	1	
0001615774-15-000493	1077866	LOOKSMART LTD	7374	US	CA	SAN FRANCISCO	94105	555 CALIFORNIA STREET, #324		415-348-7000	US	CA	SAN FRANCISCO	94105	555 CALIFORNIA STREET, #324		US	DE	133904355			5-SML	0	1231	10-K	20141231	2014	FY	20150317	2015-03-17 17:24:00.0	0	1	look-20141231.xml	1	
0000895126-15-000076	895126	CHESAPEAKE ENERGY CORP	1311	US	OK	OKLAHOMA CITY	73118	6100 N WESTERN AVE		4058488000	US	OK	OKLAHOMA CITY	73118	6100 NORTH WESTERN AVE		US	OK	731395733			1-LAF	1	1231	10-K	20141231	2014	FY	20150227	2015-02-27 09:09:00.0	0	1	chk-20141231.xml	1	
0001628280-15-001017	1524741	U.S. SILICA HOLDINGS, INC.	1400	US	MD	FREDERICK	21701	8490 PROGRESS DRIVE, SUITE 300		301-682-0600	US	MD	FREDERICK	21701	8490 PROGRESS DRIVE, SUITE 300		US	DE	263718801	GGC USS HOLDINGS, INC.	20110630	1-LAF	1	1231	10-K	20141231	2014	FY	20150225	2015-02-25 16:29:00.0	0	1	slca-20141231.xml	1	
0001157523-15-000973	1478454	EAGLE BANCORP MONTANA, INC.	6035	US	MT	HELENA	59601	1400 PROSPECT AVE.		406-442-3080	US	MT	HELENA	59601	1400 PROSPECT AVE.				000000000			5-SML	0	1231	10-K	20141231	2014	FY	20150318	2015-03-18 12:04:00.0	0	1	ebmt-20141231.xml	1	
0001424884-15-000011	1580676	LF GEORGE HOLDINGS, INC.	6531	US	CA	MILLBRAE	94030	159 EL CAMINO REAL		650-697-3800	US	CA	MILLBRAE	94030	159 EL CAMINO REAL		US	DE	451626074			5-SML	0	0930	10-K	20140930	2014	FY	20150113	2015-01-13 16:18:00.0	1	0	none-20140930.xml	1	
0001553350-15-000264	1448705	PAYMEON, INC.	7310	US	FL	FORT LAUDERDALE	33308	5961 NE 18TH TERRACE		954-625-0858	US	FL	FORT LAUDERDALE	33308	5961 NE 18TH TERRACE		US	NV	204959207	MMAX MEDIA, INC.	20100426	5-SML	0	1231	10-K	20141231	2014	FY	20150326	2015-03-26 12:19:00.0	0	1	paym-20141231.xml	1	
0001373988-15-000033	1373988	ESSEX RENTAL CORP.	7350	US	IL	BUFFALO GROVE	60089	1110 LAKE COOK ROAD	SUITE 220	847-215-6500	US	IL	BUFFALO GROVE	60089	1110 LAKE COOK ROAD	SUITE 220	US	IL	205415048	HYDE PARK ACQUISITION CORP	20070216	2-ACC	0	1231	10-K/A	20131231	2013	FY	20150331	2015-03-31 17:20:00.0	0	1	essx-20131231.xml	1	
