adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001144204-14-010359	69422	INTERGROUP CORP	6513	US	CA	LOS ANGELES	90024	10940 WILSHIRE BLVD.	SUITE 2150	(310) 889-2500	US	CA	LOS ANGELES	90024	10940 WILSHIRE BLVD.	SUITE 2150	US	DE	133293645	MUTUAL REAL ESTATE INVESTMENT TRUST	19860408	5-SML	0	0630	10-Q	20131231	2014	Q2	20140218	2014-02-18 17:25:00.0	0	1	intg-20131231.xml	1	
0001144204-14-017308	1541157	CELSUS THERAPEUTICS PLC.	2834	GB		LONDON	W1K 5JH	53 DAVIES STREET		646-878-0804	US	NY	NEW YORK	10036	C/O MARK COHEN, CHAIRMAN, PEARL COHEN	1500 BROADWAY, 12TH FLOOR	GB			MORRIA BIOPHARMACEUTICALS PLC	20120201	4-NON	0	1231	20-F	20131231	2013	FY	20140324	2014-03-24 14:46:00.0	0	1	cltx-20131231.xml	1	
0000855658-14-000036	855658	LATTICE SEMICONDUCTOR CORP	3674	US	OR	HILLSBORO	97124-6421	5555 NE MOORE COURT		5032688000	US	OR	HILLSBORO	97124	5555 NE MOORE COURT		US	DE	930835214			2-ACC	0	1231	10-K	20131231	2013	FY	20140311	2014-03-11 16:13:00.0	0	1	lscc-20131228.xml	1	
0001144204-14-019339	1436975	LIGHTSTONE VALUE PLUS REAL ESTATE INVESTMENT TRUST II INC	6798	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		732 367 0129	US	NJ	LAKEWOOD	08701	1985 CEDAR BRIDGE AVENUE, SUITE 1		US	MD	830511223			5-SML	0	1231	10-K	20131231	2013	FY	20140331	2014-03-31 15:44:00.0	0	1	cik1436975-20121231.xml	1	
0001144204-14-019399	1211583	ADHEREX TECHNOLOGIES INC	2836	US	NC	RESEARCH TRIANGLE PARK	27709	PO BOX 13628	68 TW ALEXANDER DRIVE	(919) 636-4530	US	NC	RESEARCH TRIANGLE PARK	27709	PO BOX 13628	68 TW ALEXANDER DRIVE	US	NY	000000000			5-SML	0	1231	10-K	20131231	2013	FY	20140331	2014-03-31 16:08:00.0	0	1	adhxf-20131231.xml	1	
0001164863-14-000006	1164863	ENPRO INDUSTRIES, INC	3050	US	NC	CHARLOTTE	28209	5605 CARNEGIE BOULEVARD	SUITE 500	704-731-1522	US	NC	CHARLOTTE	28209	5605 CARNEGIE BOULEVARD	SUITE 500	US	NC		ENPRO INDUSTRIES INC	20020111	1-LAF	1	1231	10-K	20131231	2013	FY	20140225	2014-02-25 16:54:00.0	0	1	npo-20131231.xml	1	
0000792987-14-000012	792987	ASTEC INDUSTRIES INC	3531	US	TN	CHATTANOOGA	37421	1725 SHEPHERD ROAD		4238995898	US	TN	CHATTANOOGA	37421	1725 SHEPHERD ROAD		US	TN	620873631			1-LAF	0	1231	10-K	20131231	2013	FY	20140303	2014-03-03 13:57:00.0	0	1	aste-20131231.xml	1	
0001213900-14-001927	1500904	OVERNEAR, INC.	7812	US	CA	BEVERLY HILLS	90212	9595 WILSHIRE BLVD., SUITE 900		310-998-8909	US	CA	BEVERLY HILLS	90212	9595 WILSHIRE BLVD., SUITE 900		US	NV	273101494	AWESOME LIVING, INC.	20100908	5-SML	0	1231	10-K	20131231	2013	FY	20140331	2014-03-31 14:33:00.0	0	1	over-20131231.xml	1	
0001564590-14-000777	1340786	FUEL SYSTEMS SOLUTIONS, INC.	3714	US	CA	SANTA ANA	92704	3030 SOUTH SUSAN STREET		714-656-1300	US	CA	SANTA ANA	92704	3030 SOUTH SUSAN STREET							2-ACC	0	1231	10-K	20131231	2013	FY	20140314	2014-03-14 17:17:00.0	0	1	fsys-20131231.xml	1	
0001354488-14-001156	1378125	BLINK COUTURE INC.	6770	US	NY	NEW YORK	10019	C/O REGENT PRIVATE CAPITAL, LLC,	152 WEST 57TH STREET, 9TH FLOOR,	(212) 792-5300	US	OK	TULSA,	74105	C/O REGENT PRIVATE CAPITAL, LLC	5727 SOUTH LEWIS AVENUE	US	DE				5-SML	0	0731	10-Q	20140131	2014	Q2	20140314	2014-03-14 15:05:00.0	0	1	blku-20140131.xml	1	
0001564590-14-000315	1087432	INTERMUNE INC	2834	US	CA	BRISBANE	94005	3280 BAYSHORE	BLVD	415 466 2200	US	CA	BRISBANE	94005	3280 BAYSHORE BLVD		US	DE	943296648	INTERMUNE PHARMACEUTICALS INC	20000121	1-LAF	1	1231	10-K	20131231	2013	FY	20140224	2014-02-21 18:05:00.0	0	1	itmn-20131231.xml	1	
0001437749-14-003127	1332174	ISHARES S&P GSCI COMMODITY-INDEXED TRUST	6799	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		415-670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	000000000	ISHARES GSCI COMMODITY INDEXED TRUST	20050705	1-LAF	1	1231	10-K	20131231	2013	FY	20140228	2014-02-28 17:18:00.0	0	1	gsg-20131231.xml	1	
0001104659-14-006659	855654	IMMUNOGEN INC	2834	US	MA	WALTHAM	02451	830 WINTER ST		(781)895-0600	US	MA	WALTHAM	02451	830 WINTER ST		US	MA	042726691			1-LAF	0	0630	10-Q	20131231	2014	Q2	20140205	2014-02-05 12:25:00.0	0	1	imgn-20131231.xml	1	
0000864683-14-000007	864683	CYBERONICS INC	3845	US	TX	HOUSTON	77058	100 CYBERONICS  BLVD		(281) 228-7200	US	TX	HOUSTON	77058	100 CYBERONICS  BLVD		US	DE	760236465			1-LAF	0	0430	10-Q	20140131	2014	Q3	20140221	2014-02-21 12:23:00.0	0	1	cybx-20140124.xml	1	
0001140361-14-011425	836429	SYNERGETICS USA INC	3845	US	MO	O'FALLON	63368	3845 CORPORATE CENTRE DRIVE		636-939-5100	US	MO	O'FALLON	63368	3845 CORPORATE CENTRE DRIVE				205715943	VALLEY FORGE SCIENTIFIC CORP	19920703	2-ACC	0	0731	10-Q	20140131	2014	Q2	20140306	2014-03-06 16:06:00.0	0	1	surg-20140131.xml	1	
0000012400-14-000004	12400	BLACK HILLS POWER INC	4911	US	SD	RAPID CITY	57709	625 NINTH ST	PO BOX 1400	6053481700	US	SD	RAPID CITY	57709	P O BOX 1400		US	SD	460111677	BLACK HILLS CORP	19920703	4-NON	1	1231	10-K	20131231	2013	FY	20140227	2014-02-27 17:22:00.0	0	1	bhp-20131231.xml	1	
