adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001527541-16-000246	1527541	WHEELER REAL ESTATE INVESTMENT TRUST, INC.	6798	US	VA	VIRGINIA BEACH	23452	RIVERSEDGE NORTH	2529 VIRGINIA BEACH BLVD., SUITE 200	757-627-9088	US	VA	VIRGINIA BEACH	23452	RIVERSEDGE NORTH	2529 VIRGINIA BEACH BLVD., SUITE 200	US	MD	452681082			2-ACC	0	1231	10-K	20151231	2015	FY	20160310	2016-03-10 16:14:00.0	0	1	whlr-20151231.xml	1	
0001169264-16-000032	1169264	SYNIVERSE HOLDINGS INC	4899	US	FL	TAMPA	33647	8125 HIGHWOODS PALM WAY		8136375000	US	FL	TAMPA	33647	8125 HIGHWOODS PALM WAY		US	DE	300041666	TSI TELECOMMUNICATION HOLDINGS INC	20020315	4-NON	0	1231	10-K	20151231	2015	FY	20160329	2016-03-29 16:12:00.0	0	1	svr-20151231.xml	1	
0000712534-16-000349	712534	FIRST MERCHANTS CORP	6021	US	IN	MUNCIE	47308-0792	200 E JACKSON ST	PO BOX 792	7657471500	US	IN	MUNCIE	47305	200 EAST JACKSON STREET		US	IN	351544218			1-LAF	0	1231	10-K	20151231	2015	FY	20160229	2016-02-29 12:51:00.0	0	1	frme-20151231.xml	1	
0001213900-16-010639	1112372	MEDICAL INTERNATIONAL TECHNOLOGY INC	3841	CA	QC	VILLE SAINT-LAURENT	HR4 2E7	1872 BEAULAC STREET	.	(514) 339-9355	CA	QC	VILLE SAINT-LAURENT	HR4 2E7	1872 BEAULAC STREET	.	US	CO	841509950	POSTERALLEY COM INC	20000824	5-SML	0	0930	10-Q	20141231	2015	Q1	20160205	2016-02-05 16:05:00.0	0	1	mdlh-20141231.xml	1	
0001493152-16-006801	1590565	ASIA EQUITY EXCHANGE GROUP, INC.	3663	CN		SHENZHEN	518000	DONFANG SCIENCE AND TECHNOLOGY MANSION	UNIT 1705, NANSHAN DISTRICT	86 137 23493273	CN		SHENZHEN	518000	DONFANG SCIENCE AND TECHNOLOGY MANSION	UNIT 1705, NANSHAN DISTRICT	US	NV	463366428	I IN THE SKY INC.	20131112	5-SML	0	0930	10-K/A	20150930	2015	FY	20160115	2016-01-15 12:06:00.0	0	1	aeex-20150930.xml	1	
0001009626-16-000196	1009626	BROCADE COMMUNICATIONS SYSTEMS INC	3576	US	CA	SAN JOSE	95134-1376	130 HOLGER WAY		(408) 333-8000	US	CA	SAN JOSE	95134-1376	130 HOLGER WAY		US	DE	770409517			1-LAF	1	1031	10-Q	20160131	2016	Q1	20160304	2016-03-04 16:04:00.0	0	1	brcd-20160130.xml	1	
0001558370-16-003570	861884	RELIANCE STEEL & ALUMINUM CO	5051	US	CA	LOS ANGELES	90071	350 S GRAND AVE STE 5100		213-687-7700	US	CA	LOS ANGELES	90071	350 S GRAND AVE STE 5100		US	DE	951142616			1-LAF	1	1231	10-K	20151231	2015	FY	20160226	2016-02-25 21:50:00.0	0	1	rs-20151231.xml	1	
0001433714-16-000059	1433714	CASTLIGHT HEALTH, INC.	7374	US	CA	SAN FRANCISCO	94105	121 SPEAR STREET	SUITE 300	415-671-4683	US	CA	SAN FRANCISCO	94105	121 SPEAR STREET	SUITE 300			261989091	VENTANA HEALTH SERVICES, INC.	20090831	2-ACC	0	1231	10-K	20151231	2015	FY	20160310	2016-03-10 16:58:00.0	0	1	cslt-20151231.xml	1	
0000021510-16-000043	21510	COHERENT INC	3826	US	CA	SANTA CLARA	95054	5100 PATRICK HENRY DR		4087644000	US	CA	SANTA CLARA	95054	5100 PATRICK HENRY DRIVE	MAIL STOP P38	US	DE	941622541	COHERENT RADIATION	19770604	1-LAF	0	0930	10-Q	20151231	2016	Q1	20160210	2016-02-10 16:16:00.0	0	1	cohr-20160102.xml	1	
0000350698-16-000276	350698	AUTONATION, INC.	5500	US	FL	FORT LAUDERDALE	33301	200 SW 1ST AVE	SUITE 1600	9547696000	US	FL	FORT LAUDERDALE	33301	200 SW 1ST AVE	SUITE 1600	US	DE	731105145	AUTONATION, INC. /FL	20090827	1-LAF	1	1231	10-K	20151231	2015	FY	20160211	2016-02-10 17:50:00.0	0	1	an-20151231.xml	1	
0001019687-16-005476	1478725	VIRTUS OIL & GAS CORP.	1381	US	TX	HOUSTON	77002	1517 SAN JACINTO STREET		775-398-3092	US	TX	HOUSTON	77002	1517 SAN JACINTO STREET		US	NV	460524121	CURRY GOLD CORP	20091215	5-SML	0	1130	10-K	20151130	2015	FY	20160315	2016-03-15 17:05:00.0	0	1	voil-20151130.xml	1	
0001591517-16-000039	1591517	TIME INC.	2721	US	NY	NEW YORK	10281	225 LIBERTY STREET		212-522-1212	US	NY	NEW YORK	10281	225 LIBERTY STREET		US	DE	133486363			1-LAF	0	1231	10-K	20151231	2015	FY	20160219	2016-02-19 08:55:00.0	0	1	time-20151231.xml	1	
0001571049-16-013457	1309442	INSPRO TECHNOLOGIES CORP	7372	US	PA	RADNOR	19087	150 N. RADNOR CHESTER RD.	SUITE B-101	484-654-2206	US	PA	RADNOR	19087	150 N. RADNOR CHESTER RD.	SUITE B-101	US	DE	980438502	HEALTH BENEFITS DIRECT CORP	20051201	5-SML	0	1231	10-K	20151231	2015	FY	20160330	2016-03-30 08:10:00.0	0	1	itcc-20151231.xml	1	
0001386278-16-000079	1386278	GREEN DOT CORP	6199	US	CA	PASADENA	91107	3465 E. FOOTHILL BLVD		6267652000	US	CA	PASADENA	91107	3465 E. FOOTHILL BLVD		US	DE	000000000			1-LAF	1	1231	10-K	20151231	2015	FY	20160229	2016-02-29 17:39:00.0	0	1	gdot-20151231.xml	1	
0001144204-16-088535	788611	SIGMA LABS, INC.	3990	US	NM	SANTE FE	87501	100 CIENEGA STREET, SUITE C		(505) 438-2576	US	NM	SANTE FE	87501	100 CIENEGA STREET, SUITE C		US	NV	820404220	FRAMEWAVES INC	20010130	5-SML	0	1231	10-K	20151231	2015	FY	20160316	2016-03-16 17:30:00.0	0	1	sglb-20151231.xml	1	
0001564590-16-014091	1501989	CYTOMX THERAPEUTICS, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	343 OYSTER POINT BLVD.	SUITE 100	650.515.3185	US	CA	SOUTH SAN FRANCISCO	94080	343 OYSTER POINT BLVD.	SUITE 100	US	DE	000000000			4-NON	0	1231	10-K	20151231	2015	FY	20160307	2016-03-07 09:17:00.0	0	1	ctmx-20151231.xml	1	
0000086115-16-000121	86115	SAFEGUARD SCIENTIFICS INC	6799	US	PA	RADNOR	19087	170 NORTH RADNOR-CHESTER ROAD	SUITE 200	6102930600	US	PA	RADNOR	19087	170 NORTH RADNOR-CHESTER ROAD	SUITE 200	US	PA	231609753	SAFEGUARD INDUSTRIES INC	19810525	2-ACC	0	1231	10-K	20151231	2015	FY	20160304	2016-03-04 14:29:00.0	0	1	sfe-20151231.xml	1	
0000031107-16-000060	31107	EASTERN CO	3420	US	CT	NAUGATUCK	06770	112 BRIDGE ST	P O BOX 460	2037292255	US	CT	NAUGATUCK	06770	112 BRIDGE STREET	P O BOX 460	US	CT	060330020			2-ACC	0	1231	10-K	20151231	2015	FY	20160315	2016-03-15 16:08:00.0	0	1	eml-20160102.xml	1	
0001564590-16-013054	1599617	NOW INC.	3533	US	TX	HOUSTON	77041	7402 NORTH ELDRIDGE PARKWAY		281-823-4700	US	TX	HOUSTON	77041	7402 NORTH ELDRIDGE PARKWAY		US	DE	464191184			1-LAF	1	1231	10-K	20151231	2015	FY	20160223	2016-02-23 11:52:00.0	0	1	dnow-20151231.xml	1	
0001096906-16-001513	1456212	GROTE MOLEN INC	3630	US	ID	POCATELLO	83201	322 WEST GRIFFITH ROAD		208-234-9352	US	ID	POCATELLO	83201	322 WEST GRIFFITH ROAD		US	NV	000000000			5-SML	0	1231	10-K	20151231	2015	FY	20160330	2016-03-30 13:04:00.0	0	1	grote-20151231.xml	1	
0001104659-16-100568	1001838	SOUTHERN COPPER CORP/	1000	US	AZ	PHOENIX	85014	1440 E. MISSOURI AVENUE	SUITE 160	602-264-1375	US	AZ	PHOENIX	85014	1440 E. MISSOURI AVENUE	SUITE 160	US	DE	133849074	SOUTHERN PERU COPPER CORP/	19960726	1-LAF	1	1231	10-K	20151231	2015	FY	20160226	2016-02-26 17:03:00.0	0	1	scco-20151231.xml	1	
0000930810-16-000013	930810	RECKSON OPERATING PARTNERSHIP LP	6798	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE		(212) 594-2700	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE		US	DE	113233647			4-NON	0	1231	10-K	20151231	2015	FY	20160323	2016-03-22 18:31:00.0	0	1	ropl-20151231.xml	1	
0001078782-16-002174	354260	SOFTECH INC	7373	US	MA	LOWELL	01851	650 SUFFOLK STREET	SUITE 415	978-513-2700	US	MA	LOWELL	01851	650 SUFFOLK STREET	SUITE 415	US	MA	042453033			5-SML	0	0531	10-Q	20151130	2016	Q2	20160114	2016-01-14 16:49:00.0	0	1	soft-20151130.xml	1	
0001193125-16-510162	1566445	BRE SELECT HOTELS CORP	6798	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 583-5000	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	352464254			4-NON	0	1231	10-K	20151231	2015	FY	20160318	2016-03-18 14:48:00.0	0	1	ck0001566445-20151231.xml	1	
0000079282-16-000034	79282	BROWN & BROWN INC	6411	US	FL	DAYTONA BEACH	32114	220 S. RIDGEWOOD AVE.		386-252-9601	US	FL	DAYTONA BEACH	32114	220 S. RIDGEWOOD AVE.		US	FL	590864469	POE & BROWN INC	19930827	1-LAF	0	1231	10-K	20151231	2015	FY	20160226	2016-02-25 18:00:00.0	0	1	bro-20151231.xml	1	
0001193125-16-476239	721683	TOTAL SYSTEM SERVICES INC	7389	US	GA	COLUMBUS	31901	1600 FIRST AVENUE	P O BOX 1755	7066492267	US	GA	COLUMBUS	31901	1600 FIRST AVENUE		US	GA	581493818			1-LAF	1	1231	10-K	20151231	2015	FY	20160225	2016-02-24 19:13:00.0	0	1	tss-20151231.xml	1	
0001193125-16-499264	1574235	PULMATRIX, INC.	2834	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE	SUITE 390	(781) 357-2333	US	MA	LEXINGTON	02421	99 HAYDEN AVENUE	SUITE 390	US	DE	461821392	RUTHIGEN, INC.	20130411	3-SRA	0	1231	10-K	20151231	2015	FY	20160310	2016-03-10 08:32:00.0	0	1	pulm-20151231.xml	1	
0001437749-16-023899	10329	BASSETT FURNITURE INDUSTRIES INC	2511	US	VA	BASSETT	24055	PO BOX 626		5406296209	US	VA	BASSETT	24055	MAIN ST	P O BOX 626	US	VA	540135270			2-ACC	0	1130	10-K	20151130	2015	FY	20160121	2016-01-21 12:44:00.0	0	1	bset-20151128.xml	1	
0001628280-16-011807	817366	VCA INC	0700	US	CA	LOS ANGELES	90064-1022	12401 WEST OLYMPIC BOULEVARD		(310) 571-6500	US	CA	LOS ANGELES	90064-1022	12401 WEST OLYMPIC BOULEVARD		US	DE	954097995	VCA ANTECH INC	20011031	1-LAF	1	1231	10-K	20151231	2015	FY	20160226	2016-02-26 15:38:00.0	0	1	woof-20151231.xml	1	
0001047335-16-000180	1047335	NATIONAL HEALTHCARE CORP	8051	US	TN	MURFREESBORO	37130	100 VINE ST	STE 1400	6158902020	US	TN	MURFREESBORO	37130	100 VINE ST	STE 1400	US	DE	522057472			2-ACC	0	1231	10-K	20151231	2015	FY	20160219	2016-02-19 17:03:00.0	0	1	nhc-20151231.xml	1	
0001104659-16-100066	1347613	SYNERGY PHARMACEUTICALS, INC.	2834	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE	SUITE 2012	212-297-0010	US	NY	NEW YORK	10170	420 LEXINGTON AVENUE	SUITE 2012	US	DE	330505269	SYNERGY PHARMACEUTICALS, INC.	20080812	2-ACC	0	1231	10-K	20151231	2015	FY	20160225	2016-02-25 17:19:00.0	0	1	sgyp-20151231.xml	1	
0001615774-16-004658	1398702	ELECTRONIC CIGARETTES INTERNATIONAL GROUP, LTD.	2111	US	MI	GRAND RAPIDS	49534	14200 IRONWOOD DRIVE		616-384-3272	US	MI	GRAND RAPIDS	49534	14200 IRONWOOD DRIVE		US	NV	980534859	VICTORY ELECTRONIC CIGARETTES CORP	20130719	5-SML	0	1231	10-K	20151231	2015	FY	20160328	2016-03-28 17:15:00.0	0	1	tckn-20151231.xml	1	
0001628280-16-011966	1363829	ENSTAR GROUP LTD	6331	BM		HAMILTON	HM JX	P.O. BOX HM 2267, WINDSOR PLACE, 3RD FL.	22 QUEEN STREET	441-292-3645	BM		HAMILTON	HM JX	P.O. BOX HM 2267, WINDSOR PLACE, 3RD FL.	22 QUEEN STREET	BM		999999999	CASTLEWOOD HOLDINGS LTD	20060523	1-LAF	1	1231	10-K	20151231	2015	FY	20160229	2016-02-29 16:25:00.0	0	1	esgr-20151231.xml	1	
