adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001493152-15-001840	1544238	CARDAX, INC.	2834	US	HI	HONOLULU	96822	2800 WOODLAWN DRIVE	SUITE 129	808-457-1400	US	HI	HONOLULU	96822	2800 WOODLAWN DRIVE	SUITE 129	US	DE	454484428	KOFFEE KORNER INC.	20120308	5-SML	0	1231	10-Q	20150331	2015	Q1	20150511	2015-05-11 16:24:00.0	0	1	cdxi-20150331.xml	1	
0001047469-15-004528	1434620	INTERVAL LEISURE GROUP, INC.	6531	US	FL	MIAMI	33143	6262 SUNSET DRIVE		(305) 666-1861	US	FL	MIAMI	33143	6262 SUNSET DRIVE		US	DE	000000000			1-LAF	0	1231	10-Q	20150331	2015	Q1	20150508	2015-05-07 19:06:00.0	0	1	iilg-20150331.xml	1	
0001493152-15-002500	1529516	CRIMSON FOREST ENTERTAINMENT GROUP INC.	5122	US	CA	WEST HOLLYWOOD	90069	8335 SUNSET BLVD., SUITE 238		323-337-9086	US	CA	WEST HOLLYWOOD	90069	8335 SUNSET BLVD., SUITE 238		US	NV	272838091	EAST SHORE DISTRIBUTORS, INC.	20110908	5-SML	0	0228	10-K	20150228	2014	FY	20150615	2015-06-15 17:28:00.0	0	1	crim-20150228.xml	1	
0001213900-15-003825	1532158	REBEL GROUP, INC.	7990	SG		SINGAPORE	199591	7500A BEACH ROAD, UNIT 12-313	THE PLAZA	6562940423	SG		SINGAPORE	199591	7500A BEACH ROAD, UNIT 12-313	THE PLAZA	US	FL	453360079	INCEPTION TECHNOLOGY GROUP, INC.	20140724	5-SML	0	1231	10-Q	20150331	2015	Q1	20150515	2015-05-15 14:38:00.0	1	1	fsnc-20150331.xml	1	
0001610950-15-000014	1610950	INC RESEARCH HOLDINGS, INC.	8731	US	NC	RALEIGH	27604	3201 BEECHLEAF COURT	SUITE 600	919-876-9300	US	NC	RALEIGH	27604	3201 BEECHLEAF COURT	SUITE 600	US	DE	273403111			4-NON	0	1231	10-Q	20150331	2015	Q1	20150427	2015-04-27 06:15:00.0	0	1	incr-20150331.xml	1	
0001185185-15-001307	942126	TAITRON COMPONENTS INC	5065	US	CA	VALENCIA	91355	28040 WEST HARRISON PARKWAY		(661) 257-6060	US	CA	VALENCIA	91355	28040 WEST HARRISON PARKWAY		US	CA	954249240			5-SML	0	1231	10-Q	20150331	2015	Q1	20150515	2015-05-15 16:02:00.0	0	1	tait-20150331.xml	1	
0001453814-15-000073	1453814	MEDIDATA SOLUTIONS, INC.	7372	US	NY	NEW YORK	10014	350 HUDSON ST.,  9TH FLOOR		212.918.1800	US	NY	NEW YORK	10014	350 HUDSON ST.,  9TH FLOOR		US	DE	522319066			1-LAF	0	1231	10-Q	20150331	2015	Q1	20150511	2015-05-11 16:51:00.0	0	1	mdso-20150331.xml	1	
0001144204-15-035941	1586513	NATURAL RESOURCES CORP	2020	SG		SINGAPORE	367996	76 PLAYFIAR ROAD	HEX 03-06, LHK 2 BUILDING	202-387-5400	SG		SINGAPORE	367996	76 PLAYFIAR ROAD	HEX 03-06, LHK 2 BUILDING	US	DE	463570919	PLUM RUN ACQUISITION CORP	20130911	5-SML	0	0630	10-Q	20141231	2015	Q2	20150608	2015-06-08 12:20:00.0	0	1	cik0001586513-20141231.xml	1	
0001376474-15-000092	727346	GLOBAL HEALTHCARE REIT, INC.	6798	US	GA	ATLANTA	30305	3050 PEACHTREE ROAD NW	SUITE 355	404-549-4293	US	GA	ATLANTA	30305	3050 PEACHTREE ROAD NW	SUITE 355	US	UT	870340206	GLOBAL CASINOS INC	19950413	5-SML	1	1231	10-K	20141231	2014	FY	20150415	2015-04-15 14:42:00.0	0	1	glc-20141231.xml	1	
0001140361-15-018350	1520300	ASB BANCORP INC	6035	US	NC	ASHEVILLE	28801	11 CHURCH STREET		828-254-7411	US	NC	ASHEVILLE	28801	11 CHURCH STREET		US	NC	453463413			2-ACC	0	1231	10-Q	20150331	2015	Q1	20150508	2015-05-08 09:51:00.0	0	1	asbb-20150331.xml	1	
