adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001144204-15-052227	1418372	SALAMANDER INNISBROOK, LLC	7900	US	FL	PALM HARBOR	34684	36750 US HIGHWAY 19 NORTH		727-942-2000	US	FL	PALM HARBOR	34684	36750 US HIGHWAY 19 NORTH		US	FL	260442888			5-SML	0	1231	10-Q	20150630	2015	Q2	20150827	2015-08-27 13:09:00.0	0	1	cik0001418372-20150630.xml	1	
0001571049-15-006638	1130166	CYCLACEL PHARMACEUTICALS, INC.	2834	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	908-517-7330	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	US	DE	911766850	XCYTE THERAPIES INC	20001218	5-SML	0	1231	10-Q	20150630	2015	Q2	20150812	2015-08-12 16:33:00.0	0	1	cycc-20150630.xml	1	
0000012400-15-000009	12400	BLACK HILLS POWER INC	4911	US	SD	RAPID CITY	57709	625 NINTH ST	PO BOX 1400	6053481700	US	SD	RAPID CITY	57709	P O BOX 1400		US	SD	460111677	BLACK HILLS CORP	19920703	4-NON	0	1231	10-Q	20150630	2015	Q2	20150811	2015-08-11 15:47:00.0	0	1	bkh-20150630.xml	1	
0000845877-15-000131	845877	FEDERAL AGRICULTURAL MORTGAGE CORP	6111	US	DC	WASHINGTON	20006	1999 K STREET NW,	4TH FLOOR	2028727700	US	DC	WASHINGTON	20006	1999 K STREET NW,	4TH FLOOR			521578738			2-ACC	0	1231	10-Q	20150630	2015	Q2	20150810	2015-08-10 08:06:00.0	0	1	agm-20150630.xml	1	
0000079282-15-000018	79282	BROWN & BROWN INC	6411	US	FL	DAYTONA BEACH	32114	220 S. RIDGEWOOD AVE.		386-252-9601	US	FL	DAYTONA BEACH	32114	220 S. RIDGEWOOD AVE.		US	FL	590864469	POE & BROWN INC	19930827	1-LAF	0	1231	10-Q	20150630	2015	Q2	20150807	2015-08-07 16:48:00.0	1	1	bro-20150630.xml	1	
0001144204-15-042453	1553264	AQUA POWER SYSTEMS INC.	4911	US	NC	EDEN	27288	1107 TOWN CREEK ROAD		336 432 2623	US	NC	EDEN	27288	1107 TOWN CREEK ROAD		US	NV	274213903	NC SOLAR INC	20120628	5-SML	0	0331	10-K	20150331	2014	FY	20150714	2015-07-14 16:19:00.0	0	1	apsi-20150331.xml	1	
0001607062-15-000418	1419552	AFH ACQUISITION XII, INC.	6770	US	CA	BEVERLY HILLS	90212	269 S. BEVERLY DRIVE	STE #1600	310-475-3500	US	CA	BEVERLY HILLS	90212	269 S. BEVERLY DRIVE	STE #1600	US	DE	421743437			5-SML	0	1031	10-Q	20150731	2015	Q3	20150914	2015-09-14 16:33:00.0	0	1	afhho-20150731.xml	1	
0001213900-15-006928	1553643	RELMADA THERAPEUTICS, INC.	2834	US	NY	NEW YORK	10036	546 FIFTH AVENUE, 14TH FLOOR		212-702-7163	US	NY	NEW YORK	10036	546 FIFTH AVENUE, 14TH FLOOR		US	NV	455401931	CAMP NINE, INC.	20120706	2-ACC	0	0630	10-K	20150630	2015	FY	20150911	2015-09-11 16:55:00.0	0	1	relm-20150630.xml	1	
0001213900-15-007147	1079297	PROGREEN PROPERTIES, INC.	6500	US	MI	BIRMINGHAM,	48009	380 NORTH OLD WOODWARD AVE.,	SUITE 300,	(248) 530-0770	US	MI	BIRMINGHAM,	48009	380 NORTH OLD WOODWARD AVE.,	SUITE 300,	US	DE	650832025	DIVERSIFIED PRODUCT INSPECTIONS INC	20010309	5-SML	0	0430	10-Q	20150731	2016	Q1	20150921	2015-09-21 17:29:00.0	0	1	pgei-20150731.xml	1	
0001193125-15-319602	1615153	FENIX PARTS, INC.	5010	US	IL	WESTCHESTER	60154	1 WESTBROOK CORPORATE CENTER	SUITE 920	630-480-6413	US	IL	WESTCHESTER	60154	1 WESTBROOK CORPORATE CENTER	SUITE 920	US	DE	464421625			4-NON	0	1231	10-Q	20150630	2015	Q2	20150914	2015-09-14 17:29:00.0	0	1	fenx-20150630.xml	1	
0001513162-15-000504	216877	PISMO COAST VILLAGE INC	7000	US	CA	PISMO BEACH	93449	165 S DOLLIVER ST		8057735649	US	CA	PISMO BEACH	93449	165 S DOLLIVER ST		US	CA	952990441			5-SML	0	0930	10-Q	20150630	2015	Q3	20150814	2015-08-14 15:12:00.0	0	1	pcv-20150630.xml	1	
0001193125-15-290022	1620546	BAXALTA INC	2834	US	IL	DEERFIELD	60015	ONE BAXTER PARKWAY		224-948-2000	US	IL	DEERFIELD	60015	ONE BAXTER PARKWAY		US	DE	471869689			4-NON	0	1231	10-Q	20150630	2015	Q2	20150813	2015-08-13 16:16:00.0	0	1	bxlt-20150630.xml	1	
0001214782-15-000069	1445942	TEXAS RARE EARTH RESOURCES CORP.	1040	US	TX	SIERRA BLANCA	79851	539 EL PASO STREET		(915) 369-2133	US	TX	SIERRA BLANCA	79851	539 EL PASO STREET		US	DE	870294969	STANDARD SILVER CORP.	20080924	5-SML	0	0831	10-Q	20150531	2015	Q3	20150715	2015-07-15 17:20:00.0	0	1	trer-20150531.xml	1	
0000040545-15-000094	40545	GENERAL ELECTRIC CO	3600	US	CT	FAIRFIELD	06828	3135 EASTON TURNPIKE	W3F	203-373-2211	US	CT	FAIRFIELD	06828	3135 EASTON TURNPIKE	W3F	US	NY	140689340			1-LAF	1	1231	8-K	20141231	2014	FY	20150807	2015-08-07 16:07:00.0	1	1	ge-20141231.xml	1	
0001594062-15-000238	1619227	FORMIGLI INC.	5090	US	CA	SAN LUIS OBISPO	93401	895 PISMO		800-546-7939	US	CA	SAN LUIS OBISPO	93401	895 PISMO		US	FL	470978297			5-SML	0	1231	10-Q	20150630	2015	Q2	20150814	2015-08-14 16:02:00.0	0	1	formi-20150630.xml	1	
0001444363-15-000127	1444363	GAIN CAPITAL HOLDINGS, INC.	6221	US	NJ	BEDMINSTER	07921	BEDMINSTER ONE, SUITE 11	135 US HWY 202/206	908-731-0700	US	NJ	BEDMINSTER	07921	BEDMINSTER ONE, SUITE 11	135 US HWY 202/206	US	DE	204568600			2-ACC	0	1231	10-Q	20150630	2015	Q2	20150810	2015-08-10 17:02:00.0	1	1	gcap-20150630.xml	1	
0001580957-15-000069	1122020	PCS EDVENTURES COM INC	8200	US	ID	BOISE	83706	345 BOBWHITE COURT	#200	208-343-3110	US	ID	BOISE	83706	345 BOBWHITE COURT	#200	US	ID	820475383			5-SML	0	0331	10-Q	20150630	2015	Q1	20150813	2015-08-12 17:46:00.0	0	1	pcsv-20150630.xml	1	
0000008947-15-000064	8947	AZZ INC	3640	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	8178100095	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	US	TX	750948250	AZTEC MANUFACTURING CO	20000911	2-ACC	0	0228	10-Q	20150531	2015	Q1	20150701	2015-07-01 08:26:00.0	0	1	azz-20150531.xml	1	
0001564590-15-007188	1043186	AMERICAN ELECTRIC TECHNOLOGIES INC	3620	US	TX	HOUSTON	77079	1250 WOOD BRANCH PARK DR STE 600		713-644-8182	US	TX	HOUSTON	77079	1250 WOOD BRANCH PARK DR STE 600		US	FL	593410234	AMERICAN ACCESS TECHNOLOGIES INC	19971117	5-SML	0	1231	10-Q	20150630	2015	Q2	20150813	2015-08-13 11:42:00.0	0	1	aeti-20150630.xml	1	
0001445866-15-000949	1356564	LEO MOTORS, INC.	3711	KR		SEOUL	137-863	3F BOKWANG BLDG.	SEOWOON-RO 6 GIL 14, SEOCHO-GU	82 31 796 8805	KR		SEOUL	137-863	3F BOKWANG BLDG.	SEOWOON-RO 6 GIL 14, SEOCHO-GU	US	NV	953909667	SIMCO AMERICA INC.	20060317	5-SML	0	1231	10-Q	20150630	2015	Q2	20150814	2015-08-14 15:26:00.0	0	1	leom-20150630.xml	1	
0001564590-15-005513	717605	HEXCEL CORP /DE/	2821	US	CT	STAMFORD	06901	TWO STAMFORD PLAZA	281 TRESSER BLVD., 16TH FLOOR	203-969-0666	US	CT	STAMFORD	06901	TWO STAMFORD PLAZA	281 TRESSER BLVD., 16TH FLOOR	US	DE	941109521			1-LAF	0	1231	10-Q	20150630	2015	Q2	20150720	2015-07-20 16:40:00.0	0	1	hxl-20150630.xml	1	
0001564590-15-006807	1397516	REX ENERGY CORP	1311	US	PA	STATE COLLEGE	16801	366 WALKER DRIVE		814-278-7267	US	PA	STATE COLLEGE	16801	366 WALKER DRIVE		US	DE	208814402			1-LAF	0	1231	10-Q	20150630	2015	Q2	20150810	2015-08-10 15:31:00.0	0	1	rexx-20150630.xml	1	
