adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-13-384952	1553467	SEADRILL PARTNERS LLC	1381	BM		HAMILTON	HM 08	Par-la-Ville Place, 4th Floor	14 Par-la-Ville Road	+1 (441) 295-9500	BM		Hamilton	HM 08	Par-la-Ville Place, 4th Floor	14 Par-la-Ville Road	MH		000000000			4-NON	0	1231	6-K	20130630	2013	Q2	20130930	2013-09-30 16:53:00.0	0	1	sdlp-20130630.xml	1	
0000057183-13-000018	57183	LACLEDE GAS CO	4924	US	MO	ST LOUIS	63101	720 OLIVE ST		3143420500	US	MO	ST LOUIS	63101	720 OLIVE ST		US	MO	430368139			4-NON	0	0930	10-Q	20130630	2013	Q3	20130730	2013-07-30 13:32:00.0	0	1	lgc-20130630.xml	1	
0000745732-13-000014	745732	ROSS STORES INC	5651	US	CA	PLEASANTON	94588-3050	4440 ROSEWOOD DRIVE		9259654400	US	CA	PLEASANTON	94588-3050	4440 ROSEWOOD DRIVE		US	DE	941390387			1-LAF	0	0131	10-Q	20130731	2013	Q2	20130911	2013-09-10 19:13:00.0	0	1	rost-20130803.xml	1	
0001564863-13-000004	1564863	TRANSLATION GROUP INC.	7389							702-425-3296	US		CARSON CITY	89703	311 S DIVISION STREET				331225672			4-NON	0	1031	10-Q	20130430	2013	Q2	20130702	2013-07-02 09:58:00.0	0	0	tran-20130430.xml	1	
0000946275-13-000269	926865	CECIL BANCORP INC	6035	US	MD	ELKTON	21921	127 NORTH STREET		4103981650	US	MD	ELKTON	21922-0568	127 NORTH STREET		US	MD	521883546			5-SML	0	1231	10-Q	20130630	2013	Q2	20130808	2013-08-08 15:38:00.0	0	1	cecb-20130630.xml	1	
0001549632-13-000032	1400683	4TH GRADE FILMS INC	7819	US	UT	SALT LAKE CITY	84108	1338 S Foothill Drive	#163	801-649-3519	US	UT	Salt Lake City	84108	1338 S Foothill Drive	#163						5-SML	0	0630	10-K	20130630	2013	FY	20130924	2013-09-24 16:39:00.0	0	1	fhgr-20130630.xml	1	
0001493152-13-001553	1520358	MAMAMANCINI'S HOLDINGS, INC.	2013	US	FL	SEMINOLE	33772	7985 113TH STREET	SUITE 220	727 393 7439	US	FL	SEMINOLE	33772	7985 113TH STREET	SUITE 220	US	NV	270607116	MASCOT PROPERTIES, INC.	20110510	5-SML	0	1231	10-Q	20130630	2013	Q2	20130814	2013-08-14 12:39:00.0	0	1	mmmb-20130630.xml	1	
0001262823-13-000026	1262823	WESTLAKE CHEMICAL CORP	2860	US	TX	HOUSTON	77056	2801 POST OAK BLVD	SUITE 600	713-960-9111	US	TX	HOUSTON	77056	2801 POST OAK BLVD	SUITE 600	US	DE	760346924			1-LAF	0	1231	10-Q	20130630	2013	Q2	20130731	2013-07-31 11:42:00.0	0	1	wlk-20130630.xml	1	
0001264931-13-000468	1439133	WINDAUS GLOBAL ENERGY INC	7011	CA	ON	BRANTFORD	N3T 5L7	205 OAKHILL DRIVE		9494892400	CA	ON	BRANTFORD	N3T 5L7	205 OAKHILL DRIVE		US	WY	000000000	BLUE STAR ENTERTAINMENT TECHNOLOGIES, INC.	20120613	5-SML	0	0630	8-K/A	20130331	2013	Q3	20130816	2013-08-16 15:58:00.0	1	1	windaus-20130522.xml	1	
0000108772-13-000018	108772	XEROX CORP	7389	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	2039683000	US	CT	NORWALK	06856	45 GLOVER AVENUE	PO BOX 4505	US	NY	160468020	HALOID XEROX INC	19730813	1-LAF	0	1231	10-Q	20130630	2013	Q2	20130802	2013-08-02 16:11:00.0	0	1	xrx-20130630.xml	1	
0001487561-13-000002	1487561	ATLAS RESOURCES SERIES 28-2010 L.P.	1311	US	PA	PITTSBURGH	15275	PARK PLACE CORPORATE CENTER ONE	1000 COMMERCE DR. 4TH FLOOR	412-489-0006	US	PA	PITTSBURGH	15275	PARK PLACE CORPORATE CENTER ONE	1000 COMMERCE DR. 4TH FLOOR			272101952			5-SML	0	1231	10-Q	20130630	2013	Q2	20130813	2013-08-13 13:10:00.0	1	1	c561-20130630.xml	1	
0001347652-13-000013	1347652	CORENERGY INFRASTRUCTURE TRUST, INC.	6799	US	KS	LEAWOOD	66211	4200 WEST 115TH STREET	SUITE 210	913-387-2790	US	KS	LEAWOOD	66211	4200 WEST 115TH STREET	SUITE 210			000000000	TORTOISE CAPITAL RESOURCES CORP	20051221	2-ACC	0	1231	10-Q	20130630	2013	Q2	20130809	2013-08-09 17:14:00.0	0	1	corr-20130630.xml	1	
0000105418-13-000020	105418	WEIS MARKETS INC	5411	US	PA	SUNBURY	17801	1000 S SECOND ST	PO BOX 471	570-286-4571	US	PA	SUNBURY	17801	1000 S SECOND ST	PO BOX 471	US	PA	240755415			2-ACC	0	1231	10-Q	20130630	2013	Q2	20130808	2013-08-08 14:34:00.0	0	1	wmk-20130629.xml	1	
0001104659-13-063010	1465885	WESTERN ASSET MORTGAGE CAPITAL CORP	6798	US	CA	PASADENA	91101	385 EAST COLORADO BOULEVARD		626-844-9400	US	CA	PASADENA	91101	385 EAST COLORADO BOULEVARD		US	DE	270298092			4-NON	0	1231	10-Q	20130630	2013	Q2	20130813	2013-08-13 09:21:00.0	0	1	wmc-20130630.xml	1	
0001019687-13-003102	1050957	BAYOU CITY EXPLORATION, INC.	1311	US	KY	BOWLING GREEN	42101	632 ADAMS STREET	SUITE 700	800-798-3389	US	KY	BOWLING GREEN	42101	632 ADAMS STREET	SUITE 700			611306702	BLUE RIDGE ENERGY INC	19990922	5-SML	0	1231	10-Q	20130630	2013	Q2	20130814	2013-08-14 12:31:00.0	0	1	bycx-20130630.xml	1	
0001104659-13-069826	1574648	ATHLON ENERGY INC.	1311	US	TX	FORT WORTH	76102	420 THROCKMORTON STREET	SUITE 1200	817-984-8200	US	TX	FORT WORTH	76102	420 THROCKMORTON STREET	SUITE 1200	US	DE	462549833			4-NON	0	1231	10-Q/A	20130630	2013	Q2	20130913	2013-09-13 13:30:00.0	0	1	athl-20130630.xml	1	
0001022079-13-000057	1022079	QUEST DIAGNOSTICS INC	8071	US	NJ	MADISON	07940	3 GIRALDA FARMS		9735202700	US	NJ	MADISON	07940	3 GIRALDA FARMS		US	DE	161387862	CORNING CLINICAL LABORATORIES INC	19960903	1-LAF	0	1231	10-Q	20130630	2013	Q2	20130725	2013-07-25 17:07:00.0	0	1	dgx-20130630.xml	1	
0001213900-13-004410	1567517	FERN HOLDINGS CORP.	6770	US	NY	GREAT NECK	11021	C/O SAMIR MASRI CPA FIRM P.C.	175 GREAT NECK ROAD, SUITE 403	516-466-6193	US	NY	GREAT NECK	11021	C/O SAMIR MASRI CPA FIRM P.C.	175 GREAT NECK ROAD, SUITE 403	US	DE	301749642			5-SML	0	0331	10-Q	20130630	2013	Q1	20130815	2013-08-14 19:21:00.0	0	1	fern-20130630.xml	1	
0001467076-13-000006	1467076	COLONY FINANCIAL, INC.	6798	US	CA	SANTA MONICA	90404	C/O COLONY FINANCIAL, INC.	2450 BROADWAY, 6TH FLOOR	310-282-8820	US	CA	SANTA MONICA	90404	C/O COLONY FINANCIAL, INC.	2450 BROADWAY, 6TH FLOOR	US	MD	270419483			2-ACC	0	1231	10-Q	20130630	2013	Q2	20130809	2013-08-09 16:11:00.0	0	1	clny-20130630.xml	1	
0001213900-13-004134	1174814	HOTEL OUTSOURCE MANAGEMENT INTERNATIONAL INC	5900	US	NY	NEW YORK	10005	80 WALL ST	STE 815	2123441600	US	NY	NEW YORK	10005	80 WALL STREET	SUITE 815	US	DE	134167393			5-SML	0	1231	10-Q	20130630	2013	Q2	20130812	2013-08-12 10:51:00.0	0	1	houm-20130630.xml	1	
0001376474-13-000350	1534099	AMERICAN LASER HEALTHCARE CORP	6770	US	CA	IRVINE	92618	1 TECHNOLOGY DRIVE	SUITE I-807	949-873-8899	US	CA	IRVINE	92618	1 TECHNOLOGY DRIVE	SUITE I-807	US	DE	453417732	BIOLASER TECHNOLOGY INC.	20120228	5-SML	0	0930	S-1/A	20130331	2013	FY	20130710	2013-07-10 09:39:00.0	1	1	alhc-20130630.xml	1	
0001437749-13-009080	1358654	RED METAL RESOURCES, LTD.	1000	CA	ON	THUNDER BAY	P7B 1B9	195 PARK AVENUE		807-345-5380	CA	ON	THUNDER BAY	P7B 1B9	195 PARK AVENUE		US	NV	202138504	RED LAKE EXPLORATION INC.	20060407	5-SML	0	0131	POS AM	20130430	2013	FY	20130722	2013-07-22 17:22:00.0	0	1	rmes-20130131.xml	1	
0001144204-13-038035	1343011	LAUREATE RESOURCES & STEEL INDUSTRIES INC.	1000	US	NY	NEW YORK,	10005	100 WALL STREET,	21ST FLOOR	866-525-8833	US	NY	NEW YORK,	10005	100 WALL STREET,	21ST FLOOR	US	NV	980471111	KINGSTON MINES LTD.	20051031	5-SML	0	0831	10-Q	20111130	2012	Q1	20130703	2013-07-03 12:09:00.0	0	0	lrrs-20111130.xml	1	
0001144204-13-044036	1065087	ALBANY MOLECULAR RESEARCH INC	8731	US	NY	ALBANY	12203-5154	21 CORPORATE CIRCLE	P O BOX 15098	5184640279	US	NY	ALBANY	12203-5154	21 CORPORATE CIRCLE	P O BOX 15098	US	DE	141742717			2-ACC	0	1231	10-Q	20130630	2013	Q2	20130808	2013-08-08 17:12:00.0	0	1	amri-20130630.xml	1	
0001144204-13-044499	712771	CENTER BANCORP INC	6022	US	NJ	UNION	07083	2455 MORRIS AVE		9086889500	US	NJ	UNION	07083	2455 MORRIS AVE		US	NJ	521273725			2-ACC	0	1231	10-Q	20130630	2013	Q2	20130809	2013-08-09 17:28:00.0	0	1	cnbc-20130630.xml	1	
0001144204-13-045213	1463389	ATEL 14, LLC	7359	US	CA	SAN FRANCISCO	94111	THE TRANSAMERICA PYRAMID	600 MONTGOMERY ST., 9TH FLOOR	415-989-8800	US	CA	SAN FRANCISCO	94111	THE TRANSAMERICA PYRAMID	600 MONTGOMERY ST., 9TH FLOOR	US	CA	264695354			5-SML	0	1231	10-Q	20130630	2013	Q2	20130813	2013-08-13 16:33:00.0	0	1	cik0001463389-20130630.xml	1	
0000868740-13-000020	894245	AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP	6500	US	MN	ST PAUL	55101	30 EAST 7TH ST SUITE 1300		6512277333	US	MN	ST PAUL	55101	30 EAST 7TH ST SUITE 1300		US	MN	411729121			5-SML	0	1231	10-Q	20130630	2013	Q2	20130815	2013-08-14 18:03:00.0	0	1	aei20-20130630.xml	1	
0001193125-13-334418	1294538	GREAT WOLF RESORTS, INC.	7011	US	WI	MADISON	53717	525 JUNCTION ROAD	SUITE 6000 SOUTH	608-662-4700	US	WI	MADISON	53717	525 JUNCTION ROAD	SUITE 6000 SOUTH	US	DE	510510250			4-NON	0	1231	10-Q	20130630	2013	Q2	20130814	2013-08-14 15:35:00.0	0	1	wolf-20130630.xml	1	
