adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-15-010037	1325879	AVEO PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	617- 531-2130	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20150930	2015	Q3	20151109	2015-11-09 07:39:00.0	0	1	aveo-20150930.xml	1	
0001144204-15-062491	1452176	SUREPURE, INC.	3559	US	NV	CARSON CITY	89703	112 NORTH CURRY STREET		877-685-1955	US	NV	CARSON CITY	89703	112 NORTH CURRY STREET		US	NV	263550286	SOEFL INC.	20081215	5-SML	0	1231	10-Q	20150930	2015	Q3	20151103	2015-11-03 16:26:00.0	0	1	surp-20150930.xml	1	
0001564590-15-009798	791908	XOMA CORP	2834	US	CA	BERKELEY	94710	2910 SEVENTH ST		5106441170	US	CA	BERKELEY	94710	2910 SEVENTH ST		US	DE	942756657	XOMA LTD /DE/	19990107	2-ACC	0	1231	10-Q	20150930	2015	Q3	20151106	2015-11-05 20:54:00.0	0	1	xoma-20150930.xml	1	
0001628280-15-009247	832988	SIGNET JEWELERS LTD	5944	BM		HAMILTON	HM11	CLARENDON HOUSE	2 CHURCH STREET	44-207-317-9700	GB		LONDON	W1F9JG	C/O 15 GOLDEN SQUARE				000000000	SIGNET GROUP PLC	19931213	1-LAF	0	0131	10-Q	20151031	2015	Q3	20151204	2015-12-04 16:30:00.0	0	1	sig-20151031.xml	1	
0001078782-15-001909	1487941	WITH, INC.	7371	US	CA	FOUNTAIN VALLEY	92708	18475 BANDILIER CIRCLE		(714) 617-1991	US	CA	FOUNTAIN VALLEY	92708	18475 BANDILIER CIRCLE				800194367	MEDL MOBILE HOLDINGS, INC.	20110701	5-SML	0	1231	10-Q	20150930	2015	Q3	20151123	2015-11-20 18:02:00.0	0	1	wwth-20150930.xml	1	
0001078782-15-001759	823546	B4MC GOLD MINES INC	5812	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, SUITE D565		424-256-8560	US	NV	LAS VEGAS	89103	3651 LINDELL ROAD, SUITE D565				870674571	HEAVENLY HOT DOGS INC	20100504	5-SML	0	1231	10-Q	20150930	2015	Q3	20151106	2015-11-06 16:17:00.0	0	1	bfmc-20150930.xml	1	
0001144204-15-064180	1196298	NEPHROS INC	3841	US	NJ	RIVER EDGE,	07661	41 GRAND AVENUE		201.343.5202	US	NJ	RIVER EDGE,	07661	41 GRAND AVENUE		US	DE	133971809			5-SML	0	1231	10-Q	20150930	2015	Q3	20151110	2015-11-10 16:57:00.0	0	1	neph-20150930.xml	1	
0001144204-15-063856	1072379	NORTHWEST BIOTHERAPEUTICS INC	2834	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 800	(240) 497-9024	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 800	US	DE	943306718			2-ACC	0	1231	10-Q	20150930	2015	Q3	20151109	2015-11-09 16:55:00.0	0	1	nwbo-20150930.xml	1	
0000897101-15-001514	351789	ELECTRO SENSORS INC	3823	US	MN	MINNETONKA	55343-9108	6111 BLUE CIRCLE DR		9529300100	US	MN	MINNETONKA	55343	6111 BLUE CIRCLE DR		US	MN	410943459			5-SML	0	1231	10-Q	20150930	2015	Q3	20151110	2015-11-10 15:12:00.0	0	1	else-20150930.xml	1	
0000885245-15-000041	885245	BUCKLE INC	5651	US	NE	KEARNEY	68847	2407 W 24TH ST		3082368491	US	NE	KEARNEY	68848-1480	P O BOX 1480		US	NE	470366193			1-LAF	0	0131	10-Q	20151031	2015	Q3	20151210	2015-12-10 15:01:00.0	0	1	bke-20151031.xml	1	
