adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000002178-20-000105	2178	ADAMS RESOURCES & ENERGY, INC.	5172	US	TX	HOUSTON	77027	17 S. BRIAR HOLLOW LN.		713-881-3600	US	TX	HOUSTON	77001	P O BOX 844		US	DE	741753147	ADAMS RESOURCES & ENERGY INC	19920703	2-ACC	0	1231	10-Q	20200630	2020	Q2	20200806	2020-08-06 16:36:00.0	0	1	ae-20200630_htm.xml	1	
0000002488-20-000103	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	0	1231	10-Q	20200630	2020	Q2	20200729	2020-07-29 16:52:00.0	0	1	amd-20200627_htm.xml	1	
0000002969-20-000035	2969	AIR PRODUCTS & CHEMICALS INC /DE/	2810	US	PA	ALLENTOWN	18195-1501	7201 HAMILTON BLVD		6104814911	US	PA	ALLENTOWN	18195-1501	7201 HAMILTON BLVD		US	DE	231274455			1-LAF	0	0930	10-Q	20200630	2020	Q3	20200723	2020-07-23 12:39:00.0	0	1	apd-20200630_htm.xml	1	
0000003499-20-000022	3499	ALEXANDERS INC	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		201-587-8541	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		US	DE	510100517			1-LAF	0	1231	10-Q	20200630	2020	Q2	20200803	2020-08-03 08:18:00.0	0	1	alx10-q63020_htm.xml	1	
0000003570-20-000088	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	7133755000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200806	2020-08-05 18:19:00.0	0	1	cei2020form10q2ndqtr_htm.xml	1	
0000004127-20-000046	4127	SKYWORKS SOLUTIONS INC	3674	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		9492313000	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		US	DE	042302115	SKYWORKS SOLUTIONS INC	20020627	1-LAF	0	0930	10-Q	20200630	2020	Q3	20200724	2020-07-23 17:36:00.0	0	1	swks-20200626_htm.xml	1	
0000004281-20-000160	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200810	2020-08-07 20:42:00.0	0	1	arnc-20200630_htm.xml	1	
0000004457-20-000073	4457	AMERCO /NV/	7510	US	NV	RENO	89511	5555 KIETZKE LANE STE 100		7756886300	US	NV	RENO	89511	5555 KIETZKE LANE	SUITE 100	US	NV	880106815	AMERCO	19770926	1-LAF	0	0331	10-Q	20200630	2021	Q1	20200805	2020-08-05 16:03:00.0	0	1	uhal-20200630_htm.xml	1	
0000004904-20-000062	4904	AMERICAN ELECTRIC POWER CO INC	4911	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		614-716-1000	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		US	NY	134922640	KINGSPORT UTILITIES INC	19660906	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200806	2020-08-06 07:17:00.0	0	1	aep-20200630_htm.xml	8	81027 73986 92487 1702494 50172 6879 1721781
0000004962-20-000079	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	0	1231	10-Q	20200630	2020	Q2	20200724	2020-07-24 13:24:00.0	0	1	axp-20200630_htm.xml	1	
0000004969-20-000041	4969	AMERICAN EXPRESS CREDIT CORP	6153	US	NY	NEW YORK	10285	200 VESEY STREET		2126402000	US	NY	NEW YORK	10285	200 VESEY STREET		US	DE	111988350			4-NON	0	1231	10-Q	20200630	2020	Q2	20200811	2020-08-11 12:34:00.0	0	1	aexc-20200630_htm.xml	1	
0000004977-20-000104	4977	AFLAC INC	6321	US	GA	COLUMBUS	31999	1932 WYNNTON RD		7063233431	US	GA	COLUMBUS	31999	1932 WYNNTON ROAD		US	GA	581167100	AMERICAN FAMILY CORP	19920306	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200729	2020-07-29 11:54:00.0	0	1	afl6302010q_htm.xml	1	
0000005513-20-000111	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200729	2020-07-29 13:14:00.0	0	1	unm-20200630_htm.xml	1	
0000006201-20-000089	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		8179631234	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	0	1231	10-Q	20200630	2020	Q2	20200723	2020-07-23 07:05:00.0	0	1	q2202010-q063020_htm.xml	2	4515
