adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000002178-22-000033	2178	ADAMS RESOURCES & ENERGY, INC.	5172	US	TX	HOUSTON	77027	17 S. BRIAR HOLLOW LN.		713-881-3600	US	TX	HOUSTON	77001	P O BOX 844		US	DE	741753147	ADAMS RESOURCES & ENERGY INC	19920703	4-NON	0	1231	10-K	20211231	2021	FY	20220309	2022-03-09 16:17:00.0	0	1	ae-20211231_htm.xml	1	
0000002488-22-000016	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	1	1231	10-K	20211231	2021	FY	20220203	2022-02-03 17:23:00.0	0	1	amd-20211225_htm.xml	1	
0000002969-22-000010	2969	AIR PRODUCTS & CHEMICALS INC /DE/	2810	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		6104814911	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		US	DE	231274455			1-LAF	0	0930	10-Q	20211231	2022	Q1	20220204	2022-02-04 10:32:00.0	0	1	apd-20211231_htm.xml	1	
0000003499-22-000004	3499	ALEXANDERS INC	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		201-587-8541	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		US	DE	510100517			2-ACC	0	1231	10-K	20211231	2021	FY	20220214	2022-02-14 08:19:00.0	0	1	alx-20211231_htm.xml	1	
0000003570-22-000024	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	7133755000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	1	1231	10-K	20211231	2021	FY	20220224	2022-02-23 21:37:00.0	0	1	lng-20211231_htm.xml	1	
0000004127-22-000010	4127	SKYWORKS SOLUTIONS INC	3674	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		9492313000	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		US	DE	042302115	SKYWORKS SOLUTIONS INC	20020627	1-LAF	0	0930	10-Q	20211231	2021	Q3	20220204	2022-02-03 21:04:00.0	0	1	swks-20211231_htm.xml	1	
0000004281-22-000004	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	1	1231	10-K	20211231	2021	FY	20220214	2022-02-14 16:37:00.0	0	1	hwm-20211231_htm.xml	1	
0000004457-22-000011	4457	AMERCO /NV/	7510	US	NV	RENO	89511	5555 KIETZKE LANE STE 100		7756886300	US	NV	RENO	89511	5555 KIETZKE LANE	SUITE 100	US	NV	880106815	AMERCO	19770926	1-LAF	0	0331	10-Q	20211231	2022	Q3	20220209	2022-02-09 16:10:00.0	0	1	uhal-20211231_htm.xml	1	
0000004904-22-000024	4904	AMERICAN ELECTRIC POWER CO INC	4911	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		614-716-1000	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		US	NY	134922640	KINGSPORT UTILITIES INC	19660906	1-LAF	1	1231	10-K	20211231	2021	FY	20220224	2022-02-24 07:46:00.0	0	1	aep-20211231_htm.xml	8	81027 73986 92487 1702494 50172 1721781 6879
0000004962-22-000008	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	1	1231	10-K	20211231	2021	FY	20220211	2022-02-11 15:42:00.0	0	1	axp-20211231_htm.xml	1	
0000004977-22-000058	4977	AFLAC INC	6321	US	GA	COLUMBUS	31999	1932 WYNNTON RD		7063233431	US	GA	COLUMBUS	31999	1932 WYNNTON ROAD		US	GA	581167100	AMERICAN FAMILY CORP	19920306	1-LAF	1	1231	10-K	20211231	2021	FY	20220223	2022-02-23 17:18:00.0	0	1	afl-20211231_htm.xml	1	
0000005513-22-000030	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	1	1231	10-K	20211231	2021	FY	20220225	2022-02-25 16:22:00.0	0	1	unm-20211231_htm.xml	1	
0000006201-22-000026	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		6822789000	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	1	1231	10-K	20211231	2021	FY	20220222	2022-02-22 08:03:00.0	0	1	aal-20211231_htm.xml	2	4515
0000006281-22-000020	6281	ANALOG DEVICES INC	3674	US	MA	WILMINGTON	01887	ONE ANALOG WAY		7813294700	US	MA	WILMINGTON	01887	ONE ANALOG WAY		US	MA	042348234			1-LAF	0	1031	10-Q	20220131	2022	Q1	20220216	2022-02-16 07:12:00.0	0	1	adi-20220129_htm.xml	1	
0000006845-22-000003	6845	APOGEE ENTERPRISES, INC.	3231	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	6128351874	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	US	MN	410919654	APOGEE ENTERPRISES INC	19920703	2-ACC	0	0228	10-Q	20211130	2022	Q3	20220106	2022-01-06 16:23:00.0	0	1	apog-20211127_htm.xml	1	
0000006951-22-000011	6951	APPLIED MATERIALS INC /DE	3674	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		4085635300	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		US	DC	941655526	APPLIED MATERIALS TECHNOLOGY INC	19730319	1-LAF	0	1031	10-Q	20220131	2022	Q1	20220224	2022-02-24 16:02:00.0	0	1	amat-20220130_htm.xml	1	
0000006955-22-000005	6955	ENERPAC TOOL GROUP CORP	3590	US	WI	MENOMONEE FALLS	53051	ATTN:  BRYAN JOHNSON	N86 W12500 WESTBROOK CROSSING	262-293-1697	US	WI	MENOMONEE FALLS	53051	ATTN:  BRYAN JOHNSON	N86 W12500 WESTBROOK CROSSING	US	WI	390168610	ACTUANT CORP	20010110	1-LAF	0	0831	10-Q	20220228	2022	Q2	20220324	2022-03-24 11:25:00.0	0	1	epac-20220228_htm.xml	1	
0000007039-22-000026	7039	TRECORA RESOURCES	2911	US	TX	SUGAR LAND	77478	1650 HWY 6 SOUTH, SUITE 190		281-980-5522	US	TX	SUGAR LAND	77478	1650 HWY 6 SOUTH, SUITE 190		US	DE	751256622	ARABIAN AMERICAN DEVELOPMENT CO	20000811	2-ACC	0	1231	10-K	20211231	2021	FY	20220310	2022-03-10 17:02:00.0	0	1	trec-20211231_htm.xml	1	
