adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000002178-24-000054	2178	ADAMS RESOURCES & ENERGY, INC.	5172	US	TX	HOUSTON	77027	17 S. BRIAR HOLLOW LN.		713-881-3600	US	TX	HOUSTON	77001	P O BOX 844		US	DE	741753147	ADAMS RESOURCES & ENERGY INC	19920703	2-ACC	0	1231	10-Q	20240331	2024	Q1	20240508	2024-05-08 17:17:00.0	0	1	ae-20240331_htm.xml	1	
0000002488-24-000056	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	0	1231	10-Q	20240331	2024	Q1	20240501	2024-05-01 16:11:00.0	0	1	amd-20240330_htm.xml	1	
0000002969-24-000026	2969	AIR PRODUCTS & CHEMICALS, INC.	2810	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		6104814911	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		US	DE	231274455	AIR PRODUCTS & CHEMICALS, INC.	20220408	1-LAF	0	0930	10-Q	20240331	2024	Q2	20240430	2024-04-30 10:57:00.0	0	1	apd-20240331_htm.xml	1	
0000003499-24-000015	3499	ALEXANDERS INC	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		201-587-8541	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		US	DE	510100517			2-ACC	0	1231	10-Q	20240331	2024	Q1	20240506	2024-05-06 08:28:00.0	0	1	alx-20240331_htm.xml	1	
0000003545-24-000066	3545	ALICO, INC.	0100	US	FL	FT. MYERS,	33913	10070 DANIELS INTERSTATE COURT STE. 100		239-226-2000	US	FL	FT. MYERS,	33913	10070 DANIELS INTERSTATE COURT STE. 100		US	FL	590906081	ALICO INC	19920703	2-ACC	0	0930	10-Q	20240331	2024	Q2	20240506	2024-05-06 16:35:00.0	0	1	alco-20240331_htm.xml	1	
0000003570-24-000055	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	845 TEXAS AVENUE	SUITE 1250	7133755000	US	TX	HOUSTON	77002	845 TEXAS AVENUE	SUITE 1250	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240503	2024-05-02 17:33:00.0	0	1	lng-20240331_htm.xml	1	
0000004127-24-000019	4127	SKYWORKS SOLUTIONS INC	3674	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		9492313000	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		US	DE	042302115	SKYWORKS SOLUTIONS INC	20020627	1-LAF	0	0930	10-Q	20240331	2024	Q2	20240501	2024-04-30 18:07:00.0	0	1	swks-20240329_htm.xml	1	
0000004281-24-000014	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240502	2024-05-02 16:32:00.0	0	1	hwm-20240331_htm.xml	1	
0000004904-24-000046	4904	AMERICAN ELECTRIC POWER CO INC	4911	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		614-716-1000	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		US	NY	134922640	KINGSPORT UTILITIES INC	19660906	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240430	2024-04-30 07:08:00.0	0	1	aep-20240331_htm.xml	8	81027 73986 92487 1702494 50172 1721781 6879
0000004962-24-000031	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	0	1231	10-Q	20240331	2024	Q1	20240419	2024-04-19 10:58:00.0	0	1	axp-20240331_htm.xml	1	
0000004977-24-000086	4977	AFLAC INC	6321	US	GA	COLUMBUS	31999	1932 WYNNTON RD		7063233431	US	GA	COLUMBUS	31999	1932 WYNNTON ROAD		US	GA	581167100	AMERICAN FAMILY CORP	19920306	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240502	2024-05-02 11:24:00.0	0	1	afl-20240331_htm.xml	1	
0000005272-24-000051	5272	AMERICAN INTERNATIONAL GROUP, INC.	6331	US	NY	NEW YORK	10020-1304	1271 AVE OF THE AMERICAS	FL 37	2127707000	US	NY	NEW YORK	10020-1304	1271 AVE OF THE AMERICAS	FL 37	US	DE	132592361	AMERICAN INTERNATIONAL GROUP INC	19920703	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240502	2024-05-02 15:05:00.0	0	1	aig-20240331_htm.xml	1	
0000005513-24-000095	5513	UNUM GROUP	6321	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		423-294-1011	US	TN	CHATTANOOGA	37402	1 FOUNTAIN SQUARE		US	DE	621598430	UNUMPROVIDENT CORP	19990702	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240501	2024-05-01 16:12:00.0	0	1	unm-20240331_htm.xml	1	
0000006201-24-000032	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		6822789000	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240425	2024-04-25 07:03:00.0	0	1	aal-20240331_htm.xml	2	4515
0000006281-24-000132	6281	ANALOG DEVICES INC	3674	US	MA	WILMINGTON	01887	ONE ANALOG WAY		7813294700	US	MA	WILMINGTON	01887	ONE ANALOG WAY		US	MA	042348234			1-LAF	0	1031	10-Q	20240430	2024	Q2	20240522	2024-05-22 07:08:00.0	0	1	adi-20240504_htm.xml	1	
0000006845-24-000088	6845	APOGEE ENTERPRISES, INC.	3231	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	6128351874	US	MN	MINNEAPOLIS	55435	4400 WEST 78TH STREET	SUITE 520	US	MN	410919654	APOGEE ENTERPRISES INC	19920703	1-LAF	1	0229	10-K	20240229	2023	FY	20240426	2024-04-26 14:47:00.0	0	1	apog-20240302_htm.xml	1	
0000006951-24-000022	6951	APPLIED MATERIALS INC /DE	3674	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		4085635300	US	CA	SANTA CLARA	95054-3299	3050 BOWERS AVE		US	DC	941655526	APPLIED MATERIALS TECHNOLOGY INC	19730319	1-LAF	0	1031	10-Q	20240430	2024	Q2	20240523	2024-05-23 16:02:00.0	0	1	amat-20240428_htm.xml	1	
0000006955-24-000042	6955	ENERPAC TOOL GROUP CORP	3590	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		262-293-1697	US	WI	MENOMONEE FALLS	53051	N86 W12500 WESTBROOK CROSSING		US	WI	390168610	ACTUANT CORP	20010110	1-LAF	0	0831	10-Q	20240531	2024	Q3	20240625	2024-06-25 16:47:00.0	0	1	epac-20240531_htm.xml	1	
0000007084-24-000017	7084	ARCHER-DANIELS-MIDLAND CO	2070	US	IL	CHICAGO	60601	77 W. WACKER DR.		312-634-8233	US	IL	CHICAGO	60601	77 W. WACKER DR.		US	DE	410129150	ARCHER DANIELS MIDLAND CO	19920703	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240430	2024-04-30 16:02:00.0	0	1	adm-20240331_htm.xml	1	
0000007332-24-000017	7332	SOUTHWESTERN ENERGY CO	1311	US	TX	SPRING	77389	10000 ENERGY DRIVE		832-796-4700	US	TX	SPRING	77389	10000 ENERGY DRIVE		US	DE	710205415	ARKANSAS WESTERN GAS CO	19790917	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240502	2024-05-02 16:23:00.0	0	1	swn-20240331_htm.xml	1	
0000007789-24-000043	7789	ASSOCIATED BANC-CORP	6022	US	WI	GREEN BAY	54301	433 MAIN STREET		920-491-7500	US	WI	GREEN BAY	54301	433 MAIN STREET		US	WI	391098068	ASSOCIATED BANK SERVICES INC	19770626	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240430	2024-04-30 16:24:00.0	0	1	asb-20240331_htm.xml	1	
0000008063-24-000029	8063	ASTRONICS CORP	3728	US	NY	EAST AURORA	14052-2191	130 COMMERCE WAY	-	716-805-1599	US	NY	EAST AURORA	14052-2191	130 COMMERCE WAY	-	US	NY	160959303	ASTRONICS LUMINESCENT INC	19711209	2-ACC	0	1231	10-Q	20240331	2024	Q1	20240506	2024-05-06 16:28:00.0	0	1	atro-20240330_htm.xml	1	
0000008670-24-000014	8670	AUTOMATIC DATA PROCESSING INC	7374	US	NJ	ROSELAND	07068	ONE ADP BOULVARD		9739745000	US	NJ	ROSELAND	07068	ONE ADP BOULEVARD		US	DE	221467904			1-LAF	0	0630	10-Q	20240331	2024	Q3	20240502	2024-05-02 12:41:00.0	0	1	adp-20240331_htm.xml	1	
0000008818-24-000009	8818	AVERY DENNISON CORP	2670	US	OH	MENTOR	44060	8080 NORTON PARKWAY		440-534-6000	US	OH	MENTOR	44060	8080 NORTON PARKWAY		US	DE	951492269	AVERY DENNISON CORPORATION	19920703	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240430	2024-04-30 16:02:00.0	0	1	avy-20240330_htm.xml	1	
0000008858-24-000020	8858	AVNET INC	5065	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		4806432000	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		US	NY	111890605			1-LAF	0	0630	10-Q	20240331	2024	Q3	20240503	2024-05-02 18:27:00.0	0	1	avt-20240330x10q_htm.xml	1	
0000008947-24-000044	8947	AZZ INC	3470	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	8178100095	US	TX	FORT WORTH	76107	ONE MUSEUM PLACE, SUITE 500	3100 W 7TH STREET	US	TX	750948250	AZTEC MANUFACTURING CO	20000911	1-LAF	1	0229	10-K	20240229	2023	FY	20240422	2024-04-22 06:16:00.0	0	1	azz-20240229_htm.xml	1	
0000009984-24-000063	9984	BARNES GROUP INC	3490	US	CT	BRISTOL	06010	123 MAIN ST		8605837070	US	CT	BRISTOL	06010	123 MAIN ST		US	DE	060247840	ASSOCIATED SPRING CORP	19760518	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240429	2024-04-29 17:11:00.0	0	1	b-20240331_htm.xml	1	
0000010048-24-000010	10048	BARNWELL INDUSTRIES INC	1311	US	HI	HONOLULU	96813	1100 ALAKEA ST.	SUITE 500	808-531-8400	US	HI	HONOLULU	96813	1100 ALAKEA ST.	SUITE 500	US	DE	720496921	BMA CORP/TN	19770324	4-NON	0	0930	10-Q	20240331	2024	Q2	20240514	2024-05-14 16:22:00.0	0	1	brn-20240331_htm.xml	1	
0000010795-24-000039	10795	BECTON DICKINSON & CO	3841	US	NJ	FRANKLIN LAKES	07417-1880	ONE BECTON DR		2018476800	US	NJ	FRANKLIN LAKE	07417	ONE BECTON DR		US	NJ	220760120			1-LAF	0	0930	10-Q	20240331	2024	Q2	20240502	2024-05-02 16:17:00.0	0	1	bdx-20240331_htm.xml	1	
0000011544-24-000012	11544	BERKLEY W R CORP	6331	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	2036293000	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	US	DE	221867895			1-LAF	0	1231	10-Q	20240331	2024	Q1	20240503	2024-05-03 16:12:00.0	0	1	wrb-20240331_htm.xml	1	
0000012208-24-000039	12208	BIO-RAD LABORATORIES, INC.	3826	US	CA	HERCULES	94547	1000 ALFRED NOBEL DRIVE		5107247000	US	CA	HERCULES	94547	1000 ALFRED NOBEL DRIVE		US	DE	941381833	BIO RAD LABORATORIES INC	19920703	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240508	2024-05-08 16:31:00.0	0	1	bio-20240331_htm.xml	1	
0000012927-24-000025	12927	BOEING CO	3721	US	VA	ARLINGTON	22202	929 LONG BRIDGE DRIVE		7034146338	US	VA	ARLINGTON	22202	929 LONG BRIDGE DRIVE		US	DE	910425694	BOEING AIRPLANE CO	19730725	1-LAF	0	1231	10-Q	20240331	2024	Q1	20240424	2024-04-24 13:11:00.0	0	1	ba-20240331_htm.xml	1	
