adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000002178-21-000089	2178	ADAMS RESOURCES & ENERGY, INC.	5172	US	TX	HOUSTON	77027	17 S. BRIAR HOLLOW LN.		713-881-3600	US	TX	HOUSTON	77001	P O BOX 844		US	DE	741753147	ADAMS RESOURCES & ENERGY INC	19920703	4-NON	0	1231	10-Q	20210930	2021	Q3	20211104	2021-11-04 16:21:00.0	0	1	ae-20210930_htm.xml	1	
0000002488-21-000178	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	0	1231	10-Q	20210930	2021	Q3	20211027	2021-10-27 16:38:00.0	0	1	amd-20210925_htm.xml	1	
0000002969-21-000055	2969	AIR PRODUCTS & CHEMICALS INC /DE/	2810	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		6104814911	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		US	DE	231274455			1-LAF	1	0930	10-K	20210930	2021	FY	20211118	2021-11-18 14:05:00.0	0	1	apd-20210930_htm.xml	1	
0000003499-21-000023	3499	ALEXANDERS INC	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		201-587-8541	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		US	DE	510100517			2-ACC	0	1231	10-Q	20210930	2021	Q3	20211101	2021-11-01 08:18:00.0	0	1	alx-20210930_htm.xml	1	
0000003570-21-000105	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	7133755000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	0	1231	10-Q	20210930	2021	Q3	20211104	2021-11-03 17:34:00.0	0	1	lng-20210930_htm.xml	1	
0000004127-21-000058	4127	SKYWORKS SOLUTIONS INC	3674	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		9492313000	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		US	DE	042302115	SKYWORKS SOLUTIONS INC	20020627	1-LAF	1	0930	10-K	20210930	2021	FY	20211124	2021-11-24 16:48:00.0	0	1	swks-20211001_htm.xml	1	
0000004281-21-000073	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	0	1231	10-Q	20210930	2021	Q3	20211104	2021-11-04 16:51:00.0	0	1	hwm-20210930_htm.xml	1	
0000004457-21-000088	4457	AMERCO /NV/	7510	US	NV	RENO	89511	5555 KIETZKE LANE STE 100		7756886300	US	NV	RENO	89511	5555 KIETZKE LANE	SUITE 100	US	NV	880106815	AMERCO	19770926	1-LAF	0	0331	10-Q	20210930	2022	Q2	20211103	2021-11-03 16:05:00.0	0	1	uhal-20210930_htm.xml	1	
0000004904-21-000069	4904	AMERICAN ELECTRIC POWER CO INC	4911	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		614-716-1000	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		US	NY	134922640	KINGSPORT UTILITIES INC	19660906	1-LAF	0	1231	10-Q	20210930	2021	Q3	20211028	2021-10-28 07:52:00.0	0	1	aep-20210930_htm.xml	8	81027 73986 92487 1702494 50172 1721781 6879
0000004962-21-000060	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	0	1231	10-Q	20210930	2021	Q3	20211022	2021-10-22 15:00:00.0	0	1	axp-20210930_htm.xml	1	
