adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001161697-24-000084	1438901	AUTO PARTS 4LESS GROUP, INC.	7389	US	NV	NORTH LAS VEGAS	89030	106 WEST MAYFLOWER		(702) 267-6100	US	NV	NORTH LAS VEGAS	89030	106 WEST MAYFLOWER		US	NV	901494749	4LESS GROUP, INC.	20190430	4-NON	0	0131	10-Q	20231031	2024	Q3	20240214	2024-02-14 17:15:00.0	0	1	form_10-q_htm.xml	1	
0001059556-24-000017	1059556	MOODYS CORP /DE/	7320	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	2125530300	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	AT 250 GREENWICH STREET	US	DE	133998945	DUN & BRADSTREET CORP /DE/	19980728	1-LAF	1	1231	10-K	20231231	2023	FY	20240214	2024-02-14 16:34:00.0	0	1	mco-20231231_htm.xml	1	
0001206264-24-000050	1206264	TEMPUR SEALY INTERNATIONAL, INC.	2510	US	KY	LEXINGTON	40511	1000 TEMPUR WAY		800-878-8889	US	KY	LEXINGTON	40511	1000 TEMPUR WAY		US	DE	331022198	TEMPUR PEDIC INTERNATIONAL INC	20031202	1-LAF	1	1231	10-K	20231231	2023	FY	20240216	2024-02-16 16:17:00.0	0	1	tpx-20231231_htm.xml	1	
0001477932-24-001577	316888	AVINO SILVER & GOLD MINES LTD	1000	CA	BC	VANCOUVER BC CANADA	V6C 3P1	570 GRANVILLE STREET	SUITE 900	6046823701	CA	BC	VANCOUVER	V6C 3P1	570 GRANVILLE STREET	SUITE 900			000000000	INTERNATIONAL AVINO MINES LTD	19950607	4-NON	0	1231	40-F	20231231	2023	FY	20240329	2024-03-29 06:06:00.0	0	1	avino_40f_htm.xml	1	
0001171759-24-000011	1171759	RED ROBIN GOURMET BURGERS INC	5812	US	CO	ENGLEWOOD	80112	10000 EAST GEDDES AVENUE	SUITE 500	3038466000	US	CO	ENGLEWOOD	80112	10000 EAST GEDDES AVENUE	SUITE 500	US	DE	841573084			2-ACC	0	1231	10-K	20231231	2023	FY	20240228	2024-02-28 17:06:00.0	0	1	rrgb-20231231_htm.xml	1	
0001493152-24-009805	891532	PERMA FIX ENVIRONMENTAL SERVICES INC	4955	US	GA	ATLANTA	30350	8302 DUNWOODY PLACE	SUITE 250	7705879898	US	GA	ATLANTA	30350	8302 DUNWOODY PLACE	SUITE 250	US	DE	581954497			4-NON	0	1231	10-K	20231231	2023	FY	20240313	2024-03-13 15:09:00.0	0	1	form10-k_htm.xml	1	
0000885725-24-000017	885725	BOSTON SCIENTIFIC CORP	3841	US	MA	MARLBOROUGH	01752-1234	300 BOSTON SCIENTIFIC WAY		508-683-4000	US	MA	MARLBOROUGH	01752-1234	300 BOSTON SCIENTIFIC WAY		US	DE	042695240			1-LAF	1	1231	10-K	20231231	2023	FY	20240220	2024-02-20 16:23:00.0	0	1	bsx-20231231_htm.xml	1	
0001193125-24-062325	1708646	GOLDMAN SACHS PHYSICAL GOLD ETF	6221	US	NY	NEW YORK	10286	240 GREENWICH STREET, 8TH FLOOR		718-315-4591	US	NY	NEW YORK	10286	240 GREENWICH STREET, 8TH FLOOR		US	NY	000000000	PERTH MINT PHYSICAL GOLD ETF	20170606	4-NON	0	1231	10-K	20231231	2023	FY	20240307	2024-03-07 17:12:00.0	0	1	d700274d10k_htm.xml	1	
0000746598-24-000009	746598	BRADY CORP	3990	US	WI	MILWAUKEE	53201-0571	6555 W GOOD HOPE RD	P O BOX 571	4143586600	US	WI	MILWAUKEE	53223	6555 GOOD HOPE RD		US	WI	390178960	BRADY W H CO	19920703	1-LAF	0	0731	10-Q	20240131	2024	Q2	20240222	2024-02-22 07:11:00.0	0	1	brc-20240131_htm.xml	1	
0000039263-24-000013	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	111 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	1	1231	10-K	20231231	2023	FY	20240206	2024-02-06 16:21:00.0	0	1	cfr-20231231_htm.xml	1	
0001493152-24-011394	1879726	SIDUS SPACE INC.	4812	US	FL	CAPE CANAVERAL	32920	175 IMPERIAL BLVD.		321-613-5620	US	FL	MERRITT ISLAND	32953	150 N. SYKES CREEK PKWY,	SUITE 200	US	DE	460628183			4-NON	0	1231	10-K	20231231	2023	FY	20240327	2024-03-27 07:31:00.0	0	1	form10-k_htm.xml	1	
0001336920-24-000008	1336920	LEIDOS HOLDINGS, INC.	7373	US	VA	RESTON	20190	1750 PRESIDENTS STREET		571-526-6000	US	VA	RESTON	20190	1750 PRESIDENTS STREET				203562868	SAIC, INC.	20050823	1-LAF	1	1231	10-K	20231231	2023	FY	20240213	2024-02-13 12:11:00.0	0	1	ldos-20231229_htm.xml	1	
0001140361-24-014799	909724	TANDY LEATHER FACTORY INC	3100	US	TX	FT WORTH	76140	1900 SE LOOP 820		8178723200	US	TX	FT WORTH	76140	1900 SE LOOP 820		US	DE	752543540	LEATHER FACTORY INC	19930723	4-NON	0	1231	10-K	20231231	2023	FY	20240322	2024-03-22 16:22:00.0	0	1	ef20015300_10k_htm.xml	1	
