adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000927089-14-000178	916907	SOUTHERN MISSOURI BANCORP INC	6036	US	MO	POPLAR BLUFF	63901	531 VINE ST		5737851421	US	MO	POPLAR BLUFF	63901	531 VINE STREET		US	MO	431665523			5-SML	0	0630	10-Q	20140331	2014	Q3	20140515	2014-05-15 17:30:00.0	0	1	smbc-20140331.xml	1	
0001002334-14-000013	1098009	CROWN MARKETING	6199	GB		LONDON	NW9 0QA	22 MOUNTAIRE COURT	HIGHLAND AVENUE	447896150866	GB		LONDON	NW9 0QA	22 MOUNTAIRE COURT	HIGHLAND AVENUE	US	WY	980178621	SPACE LAUNCHES FINANCING INC	19991028	5-SML	0	0630	10-Q	20140331	2014	Q3	20140513	2014-05-13 13:44:00.0	0	0	cwnm-20140331.xml	1	
0001002014-14-000247	1087022	ALR TECHNOLOGIES INC.	3669	US	VA	RICHMOND	23225	7400 BEAUFONT SPRINGS DRIVE	SUITE 300	(804) 554-3500	US	VA	RICHMOND	23225	7400 BEAUFONT SPRINGS DRIVE	SUITE 300	US	NV	880225807	ALR TECHNOLOGIES INC	19990524	5-SML	0	1231	10-Q	20140331	2014	Q1	20140515	2014-05-15 16:20:00.0	0	1	alrt-20140331.xml	1	
0001072588-14-000029	1021917	JV GROUP, INC.	6512	US	CO	ARVADA	80002	7609 RALSTON ROAD		303-422-8127	US	CO	ARVADA	80002	7609 RALSTON ROAD		US	DE	521945748	ASPI, INC.	20091015	5-SML	0	0630	10-K/A	20130630	2013	FY	20140401	2014-04-01 12:33:00.0	0	1	aszp-20130630.xml	1	
0001144204-14-029745	1535955	LIPOCINE INC.	2834	US		SALT LAKE CITY	84108	675 ARAPEEN DRIVE, SUITE 202		801 994 7383	US		SALT LAKE CITY	84108	675 ARAPEEN DRIVE, SUITE 202		US	DE	990370688	MARATHON BAR CORP	20111130	5-SML	0	1231	10-Q	20140331	2014	Q1	20140513	2014-05-13 08:01:00.0	0	1	lpcn-20140331.xml	1	
0001445866-14-000268	1388978	CHINA SHIANYUN GROUP CORP., LTD.	2844	CN		SHENZHEN, GUANGDONG PROVINCE	518034	24TH FL, UNIT 3 GREAT  CHINA INTERNAT SQ	NO 1 FUHUA RD ,FUTIAN DISTRICT	86-755-23998799	CN		SHENZHEN, GUANGDONG PROVINCE	518034	24TH FL, UNIT 3 GREAT  CHINA INTERNAT SQ	NO 1 FUHUA RD ,FUTIAN DISTRICT			830506099	CHINA GREEN CREATIVE, INC.	20090217	5-SML	0	1231	10-K	20131231	2013	FY	20140404	2014-04-04 11:52:00.0	0	1	cngv-20131231.xml	1	
0001104659-14-027195	1394029	YINGLI GREEN ENERGY HOLDING CO LTD	3674	CN		BAODING	071051	NO. 3055 MIDDLE FUXING ROAD		(86 312) 3100-500	CN		BAODING	071051	NO. 3055 MIDDLE FUXING ROAD		KY		000000000			2-ACC	0	1231	20-F	20131231	2013	FY	20140411	2014-04-11 10:29:00.0	0	1	yge-20131231.xml	1	
0001016281-14-000091	1016281	CARRIAGE SERVICES INC	7200	US	TX	HOUSTON	77056	3040 POST OAK BOULEVARD	SUITE 300	713-332-8475	US	TX	HOUSTON	77056	3040 POST OAK BOULEVARD	SUITE 300	US	DE	760423828			2-ACC	0	1231	10-Q	20140331	2014	Q1	20140507	2014-05-07 16:22:00.0	0	1	csv-20140331.xml	1	
0001262463-14-000456	1377888	POWER OF THE DREAM VENTURES INC	8711	HU		SOROKSARI	94-96	1095 BUDAPEST		3614566061	HU		SOROKSARI	94-96	1095 BUDAPEST		US	DE	510597895	TIA V,INC	20061010	5-SML	0	1231	10-Q	20140331	2014	Q1	20140515	2014-05-15 16:04:00.0	0	1	pwrv-20140331.xml	1	
0001283699-14-000022	1283699	T-MOBILE US, INC.	4812	US	WA	BELLEVUE	98006	12920 SE 38TH STREET		800-318-9270	US	WA	BELLEVUE	98006	12920 SE 38TH STREET		US	DE	200836269	METROPCS COMMUNICATIONS INC	20040315	1-LAF	0	1231	10-Q	20140331	2014	Q1	20140501	2014-04-30 21:35:00.0	0	1	tmo-20140331.xml	1	
0000038777-14-000168	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	0	0930	10-Q	20140331	2014	Q2	20140428	2014-04-28 08:44:00.0	0	1	ben-20140331.xml	1	
0001140361-14-019899	1388133	SHORETEL INC	3661	US	CA	SUNNYVALE	94085	960 STEWART DRIVE		408 331 3300	US	CA	SUNNYVALE	94085	960 STEWART DRIVE		US	CA	770443568			2-ACC	0	0630	10-Q	20140331	2014	Q3	20140509	2014-05-09 15:41:00.0	0	1	shor-20140331.xml	1	
0001437749-14-008901	1417663	SANUWAVE HEALTH, INC.	3841	US	GA	ALPHARETTA	30022	11475 GREAT OAKS WAY	SUITE 150	678-581-6843	US	GA	ALPHARETTA	30022	11475 GREAT OAKS WAY	SUITE 150	US	NV	201176000	RUB MUSIC ENTERPRISES, INC.	20071106	5-SML	0	1231	10-Q	20140331	2014	Q1	20140513	2014-05-13 16:31:00.0	0	1	snwv-20140331.xml	1	
0001193125-14-238759	943823	DAVE & BUSTERS INC	5812	US	TX	DALLAS	75220	2481 MANANA DRIVE		2143579588	US	TX	DALLAS	75220	2481 MANANA DR		US	MO	431532756			4-NON	0	0131	10-Q	20140430	2014	Q1	20140617	2014-06-17 12:15:00.0	0	1	ck0000943823-20140504.xml	1	
0001116521-14-000043	1116521	AVAYA INC	3661	US	NJ	BASKING RIDGE	07920	211 MOUNT AIRY RD		9089536000	US	NJ	BASKING RIDGE	07920	211 MOUNT AIRY ROAD		US	DE	223713430	LUCENT EN CORP	20000612	4-NON	0	0930	10-Q	20140331	2014	Q2	20140507	2014-05-07 10:22:00.0	0	1	cik000111652-20140331.xml	1	
0001354488-14-001585	1129633	PHOENIX COMPANIES INC/DE	6311	US	CT	HARTFORD	061025056	ONE AMERICAN ROW	PO BOX 5056	8604035000	US	CT	HARTFORD	061025056	ONE AMERICAN ROW	PO BOX 5056	US	DE				2-ACC	0	1231	10-K	20121231	2012	FY	20140401	2014-04-01 06:06:00.0	0	1	pnx-20121231.xml	1	
0001437749-14-008821	896493	DIGITAL POWER CORP	3679	US	CA	FREMONT	94538	48430 LAKEVIEW BLVD.		5106572635	US	CA	FREMONT	94538	48430 LAKEVIEW BLVD.		US	CA	941721931			5-SML	0	1231	10-Q	20140331	2014	Q1	20140513	2014-05-13 12:39:00.0	0	1	dpw-20140331.xml	1	
0001354488-14-002493	28561	DEWEY ELECTRONICS CORP	3480	US	NJ	OAKLAND	07436	27 MULLER RD		2013374700	US	NJ	OAKLAND	07436		27 MULLER ROAD	US	NY	131803974	DEWEY G C CORP	19690428	5-SML	0	0630	10-Q	20140331	2014	Q3	20140513	2014-05-13 16:15:00.0	0	1	dewy-20140331.xml	1	
0001213900-14-003103	1228386	ACRO INC.	8742	IL		BNEI-BRAK	00000	1 BEN GURION ST.		972-73-796-3851	IL		BNEI-BRAK	00000	1 BEN GURION ST.		US	NV	000000000	MEDINA INTERNATIONAL CORP	20030422	5-SML	0	1231	10-Q	20140331	2014	Q1	20140512	2014-05-12 09:38:00.0	0	1	acri-20140331.xml	1	
0001107843-14-000009	1107843	QUALYS, INC.	7372	US	CA	REDWOOD SHORES	94065	1600 BRIDGE PARKWAY		650-801-6100	US	CA	REDWOOD SHORES	94065	1600 BRIDGE PARKWAY		US	DE	770534145	QUALYS INC	20000225	2-ACC	0	1231	10-Q	20140331	2014	Q1	20140508	2014-05-08 17:12:00.0	0	1	qlys-20140331.xml	1	
0001477932-14-002818	1388486	SPOTLIGHT INNOVATION, INC.	1389	US	IA	WEST DES MOINES	50266	6750 WESTOWN PARKWAY	SUITE 200-226	515-274-9087	US	IA	WEST DES MOINES	50266	6750 WESTOWN PARKWAY	SUITE 200-226	US	NV	980518266	AMERICAN EXPLORATION CORP	20080808	5-SML	0	1231	10-Q	20140331	2014	Q1	20140520	2014-05-20 16:57:00.0	0	1	stlt-20140331.xml	1	
0001171843-14-002185	1590714	PLATFORM SPECIALTY PRODUCTS CORP	2890	US	FL	MIAMI	33126	5200 BLUE LAGOON DRIVE, SUITE 855		203-575-5850	US	FL	MIAMI	33126	5200 BLUE LAGOON DRIVE, SUITE 855		US	DE	000000000			4-NON	0	1231	10-Q	20140331	2014	Q1	20140507	2014-05-07 08:38:00.0	0	1	pah-20140331.xml	1	
0000729237-14-000048	729237	PARKWAY PROPERTIES INC	6798	US	FL	ORLANDO	32801	390 N.  ORANGE AVE STE 2400		407-650-0593	US	FL	ORLANDO	32801	390 N. ORANGE AVE  STE 2400		US	MD	742123597	PARKWAY CO	19951018	1-LAF	1	1231	10-Q	20140331	2014	Q1	20140512	2014-05-12 16:40:00.0	0	1	pky-20140331.xml	1	
0001574291-14-000011	1574291	CC HOLDINGS GS V LLC	4899	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	713-570-3000	US	TX	HOUSTON	77057	1220 AUGUSTA DRIVE	SUITE 500	US	DE	204300339			4-NON	0	1231	10-Q	20140331	2014	Q1	20140506	2014-05-06 16:40:00.0	0	1	cci-20140331.xml	1	
