adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001140361-12-035203	108385	WORLD ACCEPTANCE CORP	6141	US	SC	GREENVILLE	29607	108 FREDRICK STREET		8642989800	US	SC	GREENVILLE	29606	P O BOX 6429		US	SC	570425114	WORLD FINANCE CORP	19700210	2-ACC	0	0331	10-Q	20120630	2012	Q1	20120806	2012-08-06 11:35:00.0	0	1	wrld-20120630.xml	1	
0001445305-12-002359	1047340	FRESH DEL MONTE PRODUCE INC	0100	US	FL	CORAL GABLES	33134	241 SEVILLA AVENUE, 12TH FLOOR	C/O DEL MONTE FRESH PRODUCE CO	3055208400	US	FL	CORAL GABLES	33134	C/O DEL MONTE FRESH PRODUCE COMPANY	241 SEVILLA AVENUE, 12TH FLOOR	KY		000000000			1-LAF	0	1231	10-Q	20120630	2012	Q2	20120731	2012-07-31 15:48:00.0	0	1	fdp-20120629.xml	1	
0001387131-12-002743	1379245	ECOLOGIC TRANSPORTATION, INC.	7510	US	TX	HOUSTON	77070	20333 STATE HWY. 249	SUITE 200	281-378-8929	US	TX	HOUSTON	77070	20333 STATE HWY. 249	SUITE 200			261875304	USR TECHNOLOGY, INC.	20080626	5-SML	0	1231	10-Q	20120630	2012	Q2	20120814	2012-08-14 16:16:00.0	0	1	egct-20120630.xml	1	
0001193125-12-351197	30828	COBRA ELECTRONICS CORP	3663	US	IL	CHICAGO	60707	6500 W CORTLAND ST		773-889-8870	US	IL	CHICAGO	60707	6500 W CORTLAND ST		US	DE	362479991			5-SML	0	1231	10-Q	20120630	2012	Q2	20120813	2012-08-13 09:01:00.0	0	1	cobr-20120630.xml	1	
0001193125-12-346174	908311	PMC COMMERCIAL TRUST /TX	6798	US	TX	DALLAS	75252	17950 PRESTON RD	SUITE 600	972-349-3200	US	TX	DALLAS	75252	17950 PRESTON RD	SUITE 600	US	TX	756446078			2-ACC	0	1231	10-Q	20120630	2012	Q2	20120809	2012-08-09 11:11:00.0	0	1	pcc-20120630.xml	1	
0001193125-12-347435	1397516	REX ENERGY CORP	1311	US	PA	STATE COLLEGE	16801	476 ROLLING RIDGE DRIVE	SUITE 300	814-278-7267	US	PA	STATE COLLEGE	16801	476 ROLLING RIDGE DRIVE	SUITE 300	US	DE	208814402			2-ACC	0	1231	10-Q	20120630	2012	Q2	20120809	2012-08-09 15:58:00.0	0	1	rexx-20120630.xml	1	
0001178913-12-002199	1005699	MAGICJACK VOCALTEC LTD	4813	IL		NETANYA	42504	12 BENNY GAON STREET, BUILDING 2B	POLEG INDUSTRIAL AREA	561-771-2255	IL		NETANYA	42504	12 BENNY GAON STREET, BUILDING 2B	POLEG INDUSTRIAL AREA	IL		000000000	VOCALTEC COMMUNICATIONS LTD	19971104	2-ACC	0	1231	10-Q	20120630	2012	Q2	20120808	2012-08-08 16:06:00.0	0	1	call-20120630.xml	1	
0001104659-12-056350	1158324	COGENT COMMUNICATIONS GROUP INC	7372	US	DC	WASHINGTON	20007	1015 31ST STREET		2022954200									522337274			1-LAF	0	1231	10-Q	20120630	2012	Q2	20120809	2012-08-09 11:28:00.0	0	1	ccoi-20120630.xml	1	
0001437749-12-007249	736822	IMMUCOR INC	2835	US	GA	NORCROSS	30091	3130 GATWAY	PO BOX 5625	770 441 2051	US	GA	NORCROSS	30091-5625	3130 GATEWAY DR	P O BOX 5625	US	GA	222408354			4-NON	0	0531	10-K	20120531	2012	FY	20120727	2012-07-27 13:53:00.0	0	1	blud-20120531.xml	1	
0001437749-12-008304	1047881	TALON INTERNATIONAL, INC.	5130	US	CA	WOODLAND HILLS	91367	21900 BURBANK BLVD.	SUITE 270	8184444100	US	CA	WOODLAND HILLS	91367	21900 BURBANK BLVD.	SUITE 270	US	DE	954654481	TAG IT PACIFIC INC	19971015	5-SML	0	1231	10-Q	20120630	2012	Q2	20120813	2012-08-13 16:25:00.0	0	1	taln-20120630.xml	1	
0001144204-12-043846	946647	FIRST DEFIANCE FINANCIAL CORP	6035	US	OH	DEFIANCE	43512	601 CLINTON ST		4107825015	US	OH	DEFIANCE	43512	601 CLINTON ST		US	OH	341803915			2-ACC	0	1231	10-Q	20120630	2012	Q2	20120809	2012-08-09 09:02:00.0	0	1	fdef-20120630.xml	1	
0001052257-12-000031	1052257	Z TRIM HOLDINGS, INC	2040	US	IL	MUNDELEIN	60060	1011 CAMPUS DRIVE		847-549-6002	US	IL	MUNDELEIN	60060	1011 CAMPUS DRIVE		US	IL	364197173	CIRCLE GROUP HOLDINGS INC	20030313	5-SML	1	1231	10-Q	20120630	2012	Q2	20120814	2012-08-14 10:37:00.0	0	1	ztho-20120630.xml	1	
0001096906-12-002297	1017110	GENETHERA INC	2836	US	CO	WHEAT RIDGE	80033	3930 YOUNGFIELD STREET		3034636371	US	CO	WHEAT RIDGE	80033	3930 YOUNGFIELD STREET		US	FL	660622463	HAND BRAND DISTRIBUTION INC	19990818	5-SML	0	1231	10-Q/A	20120630	2012	Q2	20120907	2012-09-06 19:03:00.0	0	1	gthr-20120630.xml	1	
0001501720-12-000034	1073146	AMERICAN INTERNATIONAL INDUSTRIES INC	6799	US	TX	KEMAH	77565-2701	601 CIEN ST	SUITE 235	2813349479	US	TX	KEMAH	77565-2701	601 CIEN ST	SUITE 235	US	NV	880326480			5-SML	0	1231	10-Q	20120630	2012	Q2	20120814	2012-08-14 12:13:00.0	0	1	amin-20120630.xml	1	
0000821127-12-000037	821127	BOSTON PRIVATE FINANCIAL HOLDINGS INC	6022	US	MA	BOSTON	02109	10 POST OFFICE SQ		6175561900	US	MA	BOSTON	02109	10 POST OFFICE SQUARE		US	MA	042976299	BOSTON PRIVATE BANCORP INC	19920703	2-ACC	0	1231	10-Q	20120630	2012	Q2	20120807	2012-08-07 15:58:00.0	0	1	bpfh-20120630.xml	1	
0000897101-12-001348	275119	BAYLAKE CORP	6022	US	WI	STURGEON BAY	54235-0009	217 N FOURTH AVE	PO BOX 9	9207435551							US	WI	391268055			5-SML	0	1231	10-Q	20120630	2012	Q2	20120809	2012-08-09 14:56:00.0	0	1	bylk-20120630.xml	1	
0000820736-12-000072	820736	ORBITAL SCIENCES CORP /DE/	3663	US	VA	DULLES	20166	45101 WARP DRIVE		703 406 5524	US	VA	DULLES	20166	45101 WARP DRIVE	45101 WARP DRIVE	US	DE	061209561	ORBITAL SCIENCES CORP II	19900212	1-LAF	1	1231	10-Q	20120630	2012	Q2	20120727	2012-07-26 21:35:00.0	0	1	orb-20120630.xml	1	
0001165527-12-000896	1415332	LITHIUM CORP	4899	US	NV	RENO	89501	200 S VIRGINIA ST - 8TH FLOOR		775.322.0626	US	NV	RENO	89501	200 S VIRGINIA ST - 8TH FLOOR				980530295	UTALK COMMUNICATIONS INC.	20071016	5-SML	0	1231	10-Q	20120630	2012	Q2	20120820	2012-08-20 13:34:00.0	0	1	ltum-20120630.xml	1	
