adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001521065-12-000005	1521065	DILMAX CORP.	7200	US	NV	HENDERSON	89074-7722	2360 CORPORATE CIRCLE STE 400		7024306148	US	NV	HENDERSON	89074-7722	2360 CORPORATE CIRCLE STE 400		US	NV	990365611			5-SML	0	0531	10-Q	20111130	2012	Q2	20120118	2012-01-18 13:34:00.0	0	0	dilmax-20111130.xml	1	
0001213900-12-000519	1338460	CHINA GINSENG HOLDINGS INC	2080	US	NY	CHANGCHUN	A1	1208 RM A JIYU BUILDING 64			US	NY	CHANGCHUN	A1	1208 RM A JIYU BUILDING 64				000000000			5-SML	0	0630	10-Q	20111231	2012	Q2	20120208	2012-02-08 16:04:00.0	0	0	csng-20111231.xml	1	
0001352081-12-000007	1352081	CARDINAL ETHANOL LLC	2860	US	IN	UNION CITY	47390	1554 N. 600 E.		765-964-3137	US	IN	UNION CITY	47390	1554 N. 600 E.		US	IN	202327916			4-NON	0	0930	10-Q	20111231	2012	Q1	20120209	2012-02-09 11:59:00.0	0	0	card-20111231.xml	1	
0001065949-12-000012	1118974	30DC, INC.	8200	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	2129624400	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	US	MD	161675285	INFINITY CAPITAL GROUP, INC.	20050503	5-SML	0	0630	10-Q	20110930	2012	Q1	20120131	2012-01-31 16:21:00.0	0	0	tdch-20110930.xml	1	
0001104659-12-021373	1396814	PACIRA PHARMACEUTICALS, INC.	2834	US	NJ	PARSIPPANY	07054	5 SYLVAN WAY	SUITE 100	973-254-3560	US	NJ	PARSIPPANY	07054	5 SYLVAN WAY	SUITE 100	US	DE	000000000	PACIRA INC	20080318	5-SML	0	1231	10-K	20111231	2011	FY	20120327	2012-03-27 15:55:00.0	0	0	pcrx-20111231.xml	1	
0001477932-12-000790	1326917	SPUTNIK ENTERPRISES, INC	3576	US	CA	SAN FRANCISCO	94107	650 5TH STREET	SUITE 303	(415) 355-9500	US	CA	SAN FRANCISCO	94107	650 5TH STREET	SUITE 303	US	NV	522348956	SPUTNIK, INC.	20050512	5-SML	0	1231	10-K	20111231	2011	FY	20120323	2012-03-23 10:58:00.0	0	0	spni-20111231.xml	1	
0001064728-12-000020	1064728	PEABODY ENERGY CORP	1221	US	MO	ST LOUIS	63101-1826	701 MARKET ST		3143423400	US	MO	ST LOUIS	63101-1826	701 MARKET ST		US	DE	134004153	P&L COAL HOLDINGS CORP	19980623	1-LAF	1	1231	10-K	20111231	2011	FY	20120227	2012-02-27 12:32:00.0	0	1	btu-20111231.xml	1	
0000718413-12-000029	718413	COMMUNITY BANCORP /VT	6021	US	VT	DERBY	05829	PO BOX 259		8023347915	US	VT	DERBY	05829	DERBY ROAD		US	VT	030284070			5-SML	0	1231	10-K	20111231	2011	FY	20120327	2012-03-27 12:08:00.0	0	0	cmtv-20111231.xml	1	
0000012208-12-000008	12208	BIO RAD LABORATORIES INC	3826	US	CA	HERCULES	94547	1000 ALFRED NOBEL DR		5107247000	US	CA	HERCULES	94547	1000 ALFRED NOBEL DR		US	DE	941381833			1-LAF	1	1231	10-K	20111231	2011	FY	20120229	2012-02-29 14:56:00.0	0	1	bio-20111231.xml	1	
0001144204-12-014524	1097792	MEDIANET GROUP TECHNOLOGIES INC	7389	US	FL	BOCA RATON	33486	5200 TOWN CENTER CIRCLE	SUITE 601	561-362-7704	US	FL	BOCA RATON	33486	5200 TOWN CENTER CIRCLE	SUITE 601	US	NV	134067623	CLAMSHELL ENTERPRISES INC	19991026	5-SML	0	0930	10-Q	20111231	2012	Q1	20120313	2012-03-13 13:41:00.0	1	0	medg-20111231.xml	1	
0001094093-12-000046	1094093	PROGRESS ENERGY INC	4911	US	NC	RALEIGH	27601	410 S WILMINGTON ST		9195466463	US	NC	RALEIGH	27601	410 S WILMINGTON ST		US	NC	562155481	CP&L ENERGY INC	20000314	1-LAF	1	1231	10-K	20111231	2011	FY	20120229	2012-02-28 18:49:00.0	0	1	pgn-20111231.xml	3	17797 37637
0000950123-12-003022	932696	INSIGHT ENTERPRISES INC	5961	US	AZ	TEMPE	85284	1305 WEST AUTO DRIVE		480-902-1001	US	AZ	TEMPE	85284	1305 WEST AUTO DRIVE		US	DE	860766246			1-LAF	1	1231	10-K	20111231	2011	FY	20120224	2012-02-23 21:34:00.0	0	1	nsit-20111231.xml	1	
0001144204-12-014120	1431936	MOBILE STAR CORP	3651	IL		EVEW YEHUDAH	40500	DANNY ELBAZ	53 HANOTER STREET	972 544 646 141	IL		EVEW YEHUDAH	40500	DANNY ELBAZ	53 HANOTER STREET	US	DE	980565411			5-SML	0	1231	10-K	20111231	2011	FY	20120312	2012-03-12 06:10:00.0	0	0	mbst-20111231.xml	1	
0001144204-12-018227	1471487	MEDISAFE 1 TECHNOLOGIES CORP	3841	IL		JERUSALEM	96926	C/O JACOB ELHADAD	5A HATALTAN ST	972 2 643 2875	IL		JERUSALEM	96926	C/O JACOB ELHADAD	5A HATALTAN ST	US	DE	460523031			5-SML	0	1231	10-K	20111231	2011	FY	20120330	2012-03-30 06:02:00.0	0	0	mfth-20111231.xml	1	
