adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001047469-13-003283	29534	DOLLAR GENERAL CORP	5331	US	TN	GOODLETTSVILLE	37072	100 MISSION RIDGE		6158554000	US	TN	GOODLETTSVILLE	37072	100 MISSION RIDGE		US	TN	610502302	TURNER CAL	19710401	1-LAF	1	0131	10-K	20130131	2012	FY	20130325	2013-03-25 08:18:00.0	0	1	dg-20130201.xml	1	
0001047469-13-001390	5272	AMERICAN INTERNATIONAL GROUP INC	6331	US	NY	NEW YORK	10038	180 MAIDEN LANE		2127707000	US	NY	NEW YORK	10038	180 MAIDEN LANE		US	DE	132592361	AMERICAN INTERNATIONAL ENTERPRISES INC	19700507	1-LAF	1	1231	10-K	20121231	2012	FY	20130221	2013-02-21 16:09:00.0	0	1	aig-20121231.xml	1	
0001047469-13-002954	1528837	SANCHEZ ENERGY CORP	1311	US	TX	HOUSTON	77002	1111 BAGBY STREET	SUITE 1800	713-783-8000	US	TX	HOUSTON	77002	1111 BAGBY STREET	SUITE 1800	US	DE	453090102			2-ACC	0	1231	10-K	20121231	2012	FY	20130318	2013-03-18 16:00:00.0	0	1	sn-20121231.xml	1	
0001157523-13-001064	19584	CHEMED CORP	8082	US	OH	CINCINNATI	45202	2600 CHEMED CTR	255 E FIFTH ST	(513)762-6900	US	OH	CINCINNATI	45202	2600 CHEMED CTR	255 E FIFTH STREET	US	DE	310791746	ROTO-ROOTER INC	20030613	1-LAF	1	1231	10-K	20121231	2012	FY	20130227	2013-02-27 08:46:00.0	0	1	che-20121231.xml	1	
0001193125-13-084678	1405277	CONSTANT CONTACT, INC.	7331	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 329	781-472-8100	US	MA	WALTHAM	02451	1601 TRAPELO ROAD	SUITE 329	US	DE	043285398			1-LAF	0	1231	10-K	20121231	2012	FY	20130228	2013-02-28 17:02:00.0	0	1	ctct-20121231.xml	1	
0001193125-13-091944	1277406	SPIRIT REALTY CAPITAL, INC.	6798	US	AZ	SCOTTSDALE	85260	16767 NORTH PERIMETER DRIVE	SUITE 210	4806060820	US	AZ	SCOTTSDALE	85260	16767 NORTH PERIMETER DRIVE	SUITE 210	US	MD	200175773	SPIRIT FINANCE CORP	20040123	4-NON	0	1231	10-K	20121231	2012	FY	20130305	2013-03-05 17:14:00.0	0	1	src-20121231.xml	1	
0001144204-13-017951	1163300	MABWE MINERALS INC.	3576	US	NJ	FREEHOLD	07728	41 HOWE LANE		732-252-5146	US	NJ	FREEHOLD	07728	41 HOWE LANE		US	WY	364739442	RAPTOR NETWORKS TECHNOLOGY INC	20050203	5-SML	0	1231	10-K	20121231	2012	FY	20130327	2013-03-27 17:12:00.0	0	1	mbmi-20121231.xml	1	
0000813781-13-000010	813781	EXIDE TECHNOLOGIES	3690	US	GA	ALPHARETTA	30004	13000 DEERFIELD PARKWAY	BUILDING 200	6785669000	US	GA	ALPHARETTA	30004	13000 DEERFIELD PARKWAY	BUILDING 200	US	DE	230552730	EXIDE CORP	19920703	2-ACC	0	0331	10-Q	20121231	2012	Q3	20130206	2013-02-06 16:13:00.0	0	1	xide-20121231.xml	1	
0001144204-13-016862	1094810	MUTUALFIRST FINANCIAL INC	6022	US	IN	MUNCIE	47305	110 E CHARLES STREET		7657472800	US	IN	MUNCIE	47305	110 E CHARLES STREET		US	MD	371392810	MFS FINANCIAL INC	19990910	5-SML	0	1231	10-K	20121231	2012	FY	20130322	2013-03-22 12:05:00.0	0	1	mfsf-20121231.xml	1	
0000750813-13-000003	750813	SEITEL INC	1382	US	TX	HOUSTON	77043	10811 S. WESTVIEW CIRCLE	BUILDING C, SUITE 100	7138818900	US	TX	HOUSTON	77043	10811 S. WESTVIEW CIRCLE	BUILDING C, SUITE 100	US	DE	760025431	SEISMIC ENTERPRISES INC	19870814	4-NON	0	1231	10-K	20121231	2012	FY	20130222	2013-02-22 14:00:00.0	0	1	cik0000750813-20121231.xml	1	
