adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000002178-23-000038	2178	ADAMS RESOURCES & ENERGY, INC.	5172	US	TX	HOUSTON	77027	17 S. BRIAR HOLLOW LN.		713-881-3600	US	TX	HOUSTON	77001	P O BOX 844		US	DE	741753147	ADAMS RESOURCES & ENERGY INC	19920703	2-ACC	0	1231	10-K	20221231	2022	FY	20230316	2023-03-16 16:22:00.0	0	1	ae-20221231_htm.xml	1	
0000002488-23-000047	2488	ADVANCED MICRO DEVICES INC	3674	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		(408) 749-4000	US	CA	SANTA CLARA	95054	2485 AUGUSTINE DRIVE		US	DE	941692300			1-LAF	1	1231	10-K	20221231	2022	FY	20230227	2023-02-27 16:21:00.0	0	1	amd-20221231_htm.xml	1	
0000002969-23-000014	2969	AIR PRODUCTS & CHEMICALS, INC.	2810	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		6104814911	US	PA	ALLENTOWN	18106-5500	1940 AIR PRODUCTS BLVD.		US	DE	231274455	AIR PRODUCTS & CHEMICALS, INC.	20220408	1-LAF	0	0930	10-Q	20221231	2023	Q1	20230202	2023-02-02 10:34:00.0	0	1	apd-20221231_htm.xml	1	
0000003499-23-000005	3499	ALEXANDERS INC	6798	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		201-587-8541	US	NJ	PARAMUS	07652	210 ROUTE 4 EAST		US	DE	510100517			2-ACC	0	1231	10-K	20221231	2022	FY	20230213	2023-02-13 08:24:00.0	0	1	alx-20221231_htm.xml	1	
0000003570-23-000042	3570	CHENIERE ENERGY INC	4924	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	7133755000	US	TX	HOUSTON	77002	700 MILAM ST.	SUITE 1900	US	DE	954352386	CHENIERE ENERGY INC	19960827	1-LAF	1	1231	10-K	20221231	2022	FY	20230223	2023-02-22 19:49:00.0	0	1	lng-20221231_htm.xml	1	
0000004127-23-000010	4127	SKYWORKS SOLUTIONS INC	3674	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		9492313000	US	CA	IRVINE	92617	5260 CALIFORNIA AVENUE		US	DE	042302115	SKYWORKS SOLUTIONS INC	20020627	1-LAF	0	0930	10-Q	20221231	2023	Q1	20230207	2023-02-06 18:36:00.0	0	1	swks-20221230_htm.xml	1	
0000004281-23-000004	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	1	1231	10-K	20221231	2022	FY	20230214	2023-02-14 17:11:00.0	0	1	hwm-20221231_htm.xml	1	
0000004457-23-000011	4457	U-HAUL HOLDING CO /NV/	7510	US	NV	RENO	89511	5555 KIETZKE LANE STE 100		7756886300	US	NV	RENO	89511	5555 KIETZKE LANE	SUITE 100	US	NV	880106815	AMERCO /NV/	19920703	1-LAF	0	0331	10-Q	20221231	2023	Q3	20230208	2023-02-08 16:41:00.0	0	1	uhal-20221231_htm.xml	1	
0000004904-23-000011	4904	AMERICAN ELECTRIC POWER CO INC	4911	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		614-716-1000	US	OH	COLUMBUS	43215	1 RIVERSIDE PLAZA		US	NY	134922640	KINGSPORT UTILITIES INC	19660906	1-LAF	1	1231	10-K	20221231	2022	FY	20230223	2023-02-23 08:25:00.0	0	1	aep-20221231_htm.xml	8	81027 73986 92487 1702494 50172 1721781 6879
0000004962-23-000006	4962	AMERICAN EXPRESS CO	6199	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	2126402000	US	NY	NEW YORK	10285	200 VESEY STREET	50TH FLOOR	US	NY	134922250			1-LAF	1	1231	10-K	20221231	2022	FY	20230210	2023-02-10 15:21:00.0	0	1	axp-20221231_htm.xml	1	
